"Instrument","StandStroom","Periode","waarde"
"Totaal spaargeld ","Statistisch verschil ","2008-01",443
"Totaal spaargeld ","Statistisch verschil ","2008-02",397
"Totaal spaargeld ","Statistisch verschil ","2008-03",434
"Totaal spaargeld ","Statistisch verschil ","2008-04",1315
"Totaal spaargeld ","Statistisch verschil ","2008-05",616
"Totaal spaargeld ","Statistisch verschil ","2008-06",419
"Totaal spaargeld ","Statistisch verschil ","2008-07",977
"Totaal spaargeld ","Statistisch verschil ","2008-08",305
"Totaal spaargeld ","Statistisch verschil ","2008-09",23
"Totaal spaargeld ","Statistisch verschil ","2008-10",200
"Totaal spaargeld ","Statistisch verschil ","2008-11",338
"Totaal spaargeld ","Statistisch verschil ","2008-12",92
"Totaal spaargeld ","Statistisch verschil ","2009-01",176
"Totaal spaargeld ","Statistisch verschil ","2009-02",307
"Totaal spaargeld ","Statistisch verschil ","2009-03",369
"Totaal spaargeld ","Statistisch verschil ","2009-04",641
"Totaal spaargeld ","Statistisch verschil ","2009-05",218
"Totaal spaargeld ","Statistisch verschil ","2009-06",555
"Totaal spaargeld ","Statistisch verschil ","2009-07",403
"Totaal spaargeld ","Statistisch verschil ","2009-08",268
"Totaal spaargeld ","Statistisch verschil ","2009-09",-538
"Totaal spaargeld ","Statistisch verschil ","2009-10",-811
"Totaal spaargeld ","Statistisch verschil ","2009-11",-440
"Totaal spaargeld ","Statistisch verschil ","2009-12",-2371
"Totaal spaargeld ","Statistisch verschil ","2010-01",192
"Totaal spaargeld ","Statistisch verschil ","2010-02",-544
"Totaal spaargeld ","Statistisch verschil ","2010-03",565
"Totaal spaargeld ","Statistisch verschil ","2010-04",-635
"Totaal spaargeld ","Statistisch verschil ","2010-05",237
"Totaal spaargeld ","Statistisch verschil ","2010-06",-5285
"Totaal spaargeld ","Statistisch verschil ","2010-07",-4
"Totaal spaargeld ","Statistisch verschil ","2010-08",1
"Totaal spaargeld ","Statistisch verschil ","2010-09",-2
"Totaal spaargeld ","Statistisch verschil ","2010-10",81
"Totaal spaargeld ","Statistisch verschil ","2010-11",90
"Totaal spaargeld ","Statistisch verschil ","2010-12",-73
"Totaal spaargeld ","Statistisch verschil ","2011-01",32
"Totaal spaargeld ","Statistisch verschil ","2011-02",-4
"Totaal spaargeld ","Statistisch verschil ","2011-03",311
"Totaal spaargeld ","Statistisch verschil ","2011-04",-4
"Totaal spaargeld ","Statistisch verschil ","2011-05",3
"Totaal spaargeld ","Statistisch verschil ","2011-06",3
"Totaal spaargeld ","Statistisch verschil ","2011-07",3
"Totaal spaargeld ","Statistisch verschil ","2011-08",-3
"Totaal spaargeld ","Statistisch verschil ","2011-09",1
"Totaal spaargeld ","Statistisch verschil ","2011-10",-6
"Totaal spaargeld ","Statistisch verschil ","2011-11",410
"Totaal spaargeld ","Statistisch verschil ","2011-12",-4
"Totaal spaargeld ","Statistisch verschil ","2012-01",-2
"Totaal spaargeld ","Statistisch verschil ","2012-02",2
"Totaal spaargeld ","Statistisch verschil ","2012-03",1
"Totaal spaargeld ","Statistisch verschil ","2012-04",-559
"Totaal spaargeld ","Statistisch verschil ","2012-05",6
"Totaal spaargeld ","Statistisch verschil ","2012-06",-1
"Totaal spaargeld ","Statistisch verschil ","2012-07",2
"Totaal spaargeld ","Statistisch verschil ","2012-08",646
"Totaal spaargeld ","Statistisch verschil ","2012-09",1
"Totaal spaargeld ","Statistisch verschil ","2012-10",1
"Totaal spaargeld ","Statistisch verschil ","2012-11",4
"Totaal spaargeld ","Statistisch verschil ","2012-12",2183
"Totaal spaargeld ","Statistisch verschil ","2013-01",-3
"Totaal spaargeld ","Statistisch verschil ","2013-02",0
"Totaal spaargeld ","Statistisch verschil ","2013-03",2
"Totaal spaargeld ","Statistisch verschil ","2013-04",29
"Totaal spaargeld ","Statistisch verschil ","2013-05",1
"Totaal spaargeld ","Statistisch verschil ","2013-06",-14
"Totaal spaargeld ","Statistisch verschil ","2013-07",2
"Totaal spaargeld ","Statistisch verschil ","2013-08",0
"Totaal spaargeld ","Statistisch verschil ","2013-09",1
"Totaal spaargeld ","Statistisch verschil ","2013-10",25
"Totaal spaargeld ","Statistisch verschil ","2013-11",0
"Totaal spaargeld ","Statistisch verschil ","2013-12",2
"Totaal spaargeld ","Statistisch verschil ","2014-01",2
"Totaal spaargeld ","Statistisch verschil ","2014-02",1
"Totaal spaargeld ","Statistisch verschil ","2014-03",0
"Totaal spaargeld ","Statistisch verschil ","2014-04",7
"Totaal spaargeld ","Statistisch verschil ","2014-05",-1
"Totaal spaargeld ","Statistisch verschil ","2014-06",1
"Totaal spaargeld ","Statistisch verschil ","2014-07",-187
"Totaal spaargeld ","Statistisch verschil ","2014-08",-2
"Totaal spaargeld ","Statistisch verschil ","2014-09",8
"Totaal spaargeld ","Statistisch verschil ","2014-10",-1
"Totaal spaargeld ","Statistisch verschil ","2014-11",5
"Totaal spaargeld ","Statistisch verschil ","2014-12",-3677
"Totaal spaargeld ","Statistisch verschil ","2015-01",-309
"Totaal spaargeld ","Statistisch verschil ","2015-02",-167
"Totaal spaargeld ","Statistisch verschil ","2015-03",953
"Totaal spaargeld ","Statistisch verschil ","2015-04",-1689
"Totaal spaargeld ","Statistisch verschil ","2015-05",-1
"Totaal spaargeld ","Statistisch verschil ","2015-06",-60
"Totaal spaargeld ","Statistisch verschil ","2015-07",0
"Totaal spaargeld ","Statistisch verschil ","2015-08",-1
"Totaal spaargeld ","Statistisch verschil ","2015-09",-34
"Totaal spaargeld ","Statistisch verschil ","2015-10",399
"Totaal spaargeld ","Statistisch verschil ","2015-11",-5
"Totaal spaargeld ","Statistisch verschil ","2015-12",-1520
"Totaal spaargeld ","Statistisch verschil ","2016-01",-400
"Totaal spaargeld ","Statistisch verschil ","2016-02",2
"Totaal spaargeld ","Statistisch verschil ","2016-03",65
"Totaal spaargeld ","Statistisch verschil ","2016-04",-1
"Totaal spaargeld ","Statistisch verschil ","2016-05",2
"Totaal spaargeld ","Statistisch verschil ","2016-06",209
"Totaal spaargeld ","Statistisch verschil ","2016-07",4
"Totaal spaargeld ","Statistisch verschil ","2016-08",-1
"Totaal spaargeld ","Statistisch verschil ","2016-09",20
"Totaal spaargeld ","Statistisch verschil ","2016-10",-2
"Totaal spaargeld ","Statistisch verschil ","2016-11",2
"Totaal spaargeld ","Statistisch verschil ","2016-12",798
"Totaal spaargeld ","Statistisch verschil ","2017-01",1
"Totaal spaargeld ","Statistisch verschil ","2017-02",-1
"Totaal spaargeld ","Statistisch verschil ","2017-03",36
"Totaal spaargeld ","Statistisch verschil ","2017-04",1
"Totaal spaargeld ","Statistisch verschil ","2017-05",-1
"Totaal spaargeld ","Statistisch verschil ","2017-06",-13
"Totaal spaargeld ","Statistisch verschil ","2017-07",1
"Totaal spaargeld ","Statistisch verschil ","2017-08",-2
"Totaal spaargeld ","Statistisch verschil ","2017-09",-5
"Totaal spaargeld ","Statistisch verschil ","2017-10",0
"Totaal spaargeld ","Statistisch verschil ","2017-11",53
"Totaal spaargeld ","Statistisch verschil ","2017-12",-89
"Totaal spaargeld ","Statistisch verschil ","2018-01",7797
"Totaal spaargeld ","Statistisch verschil ","2018-02",3
"Totaal spaargeld ","Statistisch verschil ","2018-03",-9
"Totaal spaargeld ","Statistisch verschil ","2018-04",-6
"Totaal spaargeld ","Statistisch verschil ","2018-05",2
"Totaal spaargeld ","Statistisch verschil ","2018-06",-36
"Totaal spaargeld ","Statistisch verschil ","2018-07",4
"Totaal spaargeld ","Statistisch verschil ","2018-08",3
"Totaal spaargeld ","Statistisch verschil ","2018-09",-7
"Totaal spaargeld ","Statistisch verschil ","2018-10",1
"Totaal spaargeld ","Statistisch verschil ","2018-11",1
"Totaal spaargeld ","Statistisch verschil ","2018-12",1165
"Totaal spaargeld ","Statistisch verschil ","2019-01",-8
"Totaal spaargeld ","Statistisch verschil ","2019-02",-40
"Totaal spaargeld ","Statistisch verschil ","2019-03",-80
"Totaal spaargeld ","Statistisch verschil ","2019-04",-80
"Totaal spaargeld ","Statistisch verschil ","2019-05",-73
"Totaal spaargeld ","Statistisch verschil ","2019-06",-46
"Totaal spaargeld ","Statistisch verschil ","2019-07",-88
"Totaal spaargeld ","Statistisch verschil ","2019-08",-76
"Totaal spaargeld ","Statistisch verschil ","2019-09",-60
"Totaal spaargeld ","Statistisch verschil ","2019-10",-74
"Totaal spaargeld ","Statistisch verschil ","2019-11",-65
"Totaal spaargeld ","Statistisch verschil ","2019-12",-222
"Totaal spaargeld ","Statistisch verschil ","2020-01",-133
"Totaal spaargeld ","Statistisch verschil ","2020-02",-129
"Totaal spaargeld ","Statistisch verschil ","2020-03",-52
"Totaal spaargeld ","Statistisch verschil ","2020-04",-94
"Totaal spaargeld ","Statistisch verschil ","2020-05",-81
"Totaal spaargeld ","Statistisch verschil ","2020-06",-62
"Totaal spaargeld ","Statistisch verschil ","2020-07",-74
"Totaal spaargeld ","Statistisch verschil ","2020-08",-38
"Totaal spaargeld ","Statistisch verschil ","2020-09",-54
"Totaal spaargeld ","Statistisch verschil ","2020-10",-202
"Totaal spaargeld ","Statistisch verschil ","2020-11",42
"Totaal spaargeld ","Statistisch verschil ","2020-12",-49
"Totaal spaargeld ","Statistisch verschil ","2021-01",393
"Totaal spaargeld ","Statistisch verschil ","2021-02",3102
"Totaal spaargeld ","Statistisch verschil ","2021-03",-53
"Totaal spaargeld ","Statistisch verschil ","2021-04",-44
"Totaal spaargeld ","Statistisch verschil ","2021-05",-44
"Totaal spaargeld ","Statistisch verschil ","2021-06",-36
"Totaal spaargeld ","Statistisch verschil ","2021-07",3315
"Totaal spaargeld ","Statistisch verschil ","2021-08",-192
"Totaal spaargeld ","Statistisch verschil ","2021-09",-3
"Totaal spaargeld ","Statistisch verschil ","2021-10",83
"Totaal spaargeld ","Statistisch verschil ","2021-11",-46
"Totaal spaargeld ","Statistisch verschil ","2021-12",-32
"Totaal spaargeld ","Statistisch verschil ","2022-01",-77
"Totaal spaargeld ","Statistisch verschil ","2022-02",-48
"Totaal spaargeld ","Statistisch verschil ","2022-03",-426
"Totaal spaargeld ","Statistisch verschil ","2022-04",-337
"Totaal spaargeld ","Statistisch verschil ","2022-05",-217
"Totaal spaargeld ","Statistisch verschil ","2022-06",-783
"Totaal spaargeld ","Statistisch verschil ","2022-07",-286
"Totaal spaargeld ","Statistisch verschil ","2022-08",-295
"Totaal spaargeld ","Statistisch verschil ","2022-09",-297
"Totaal spaargeld ","Statistisch verschil ","2022-10",-302
"Totaal spaargeld ","Statistisch verschil ","2022-11",-318
"Totaal spaargeld ","Statistisch verschil ","2022-12",-347
"Totaal spaargeld ","Statistisch verschil ","2023-01",-46
"Totaal spaargeld ","Statistisch verschil ","2023-02",45
"Totaal spaargeld ","Statistisch verschil ","2023-03",-324
"Totaal spaargeld ","Statistisch verschil ","2023-04",100
"Totaal spaargeld ","Statistisch verschil ","2023-05",-60
"Totaal spaargeld ","Statistisch verschil ","2023-06",-133
"Totaal spaargeld ","Statistisch verschil ","2023-07",-79
"Totaal spaargeld ","Statistisch verschil ","2023-08",-45
"Totaal spaargeld ","Statistisch verschil ","2023-09",-236
"Totaal spaargeld ","Statistisch verschil ","2023-10",-49
"Totaal spaargeld ","Statistisch verschil ","2023-11",-21
"Totaal spaargeld ","Statistisch verschil ","2023-12",-358
"Totaal spaargeld ","Statistisch verschil ","2024-01",-137
"Totaal spaargeld ","Statistisch verschil ","2024-02",-76
"Totaal spaargeld ","Statistisch verschil ","2024-03",-80
"Totaal spaargeld ","Statistisch verschil ","2024-04",121
"Totaal spaargeld ","Statistisch verschil ","2024-05",-73
"Totaal spaargeld ","Statistisch verschil ","2024-06",-2052
"Totaal spaargeld ","Statistisch verschil ","2024-07",-126
"Totaal spaargeld ","Statistisch verschil ","2024-08",-57
"Totaal spaargeld ","Statistisch verschil ","2024-09",-64
"Totaal spaargeld ","Statistisch verschil ","2024-10",-77
"Totaal spaargeld ","Statistisch verschil ","2024-11",-81
"Totaal spaargeld ","Statistisch verschil ","2024-12",-714
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-01",4838
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-02",4329
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-03",4956
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-04",4587
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-05",4277
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-06",6139
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-07",5911
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-08",3879
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-09",4421
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-10",4960
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-11",5575
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1998-12",5309
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-01",4852
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-02",6265
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-03",6775
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-04",7190
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-05",7875
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-06",8813
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-07",8269
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-08",5730
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-09",6764
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-10",8017
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-11",5886
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","1999-12",6981
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-01",7212
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-02",5642
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-03",6653
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-04",5965
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-05",7812
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-06",7596
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-07",7329
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-08",7069
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-09",7141
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-10",8777
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-11",8411
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2000-12",8667
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-01",13668
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-02",8970
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-03",9580
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-04",9400
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-05",11297
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-06",10206
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-07",10207
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-08",10175
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-09",10241
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-10",12197
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-11",12010
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2001-12",8239
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-01",9873
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-02",9031
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-03",7251
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-04",7556
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-05",7983
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-06",10912
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-07",8388
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-08",6866
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-09",6670
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-10",7566
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-11",6706
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2002-12",8182
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-01",15052
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-02",8811
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-03",8889
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-04",11119
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-05",9482
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-06",9661
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-07",11169
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-08",8805
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-09",9778
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-10",13266
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-11",10088
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2003-12",12638
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-01",12058
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-02",8135
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-03",9006
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-04",9035
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-05",9191
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-06",10732
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-07",9334
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-08",6953
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-09",6906
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-10",7457
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-11",7510
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2004-12",11215
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-01",12937
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-02",9938
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-03",10612
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-04",10222
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-05",10610
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-06",11700
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-07",11328
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-08",10359
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-09",11640
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-10",10815
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-11",10301
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2005-12",11258
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-01",13289
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-02",10436
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-03",11532
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-04",10961
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-05",14632
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-06",12345
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-07",10840
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-08",9703
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-09",9588
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-10",13729
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-11",10971
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2006-12",10949
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-01",18357
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-02",16163
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-03",16547
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-04",18291
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-05",21618
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-06",19739
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-07",26856
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-08",17917
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-09",17813
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-10",29078
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-11",20766
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2007-12",21415
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-01",36304
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-02",22791
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-03",20721
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-04",28628
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-05",22222
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-06",22317
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-07",33381
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-08",26168
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-09",23024
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-10",43381
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-11",22227
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2008-12",27076
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-01",36356
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-02",20125
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-03",19965
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-04",20876
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-05",19217
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-06",18241
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-07",19989
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-08",15161
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-09",16868
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-10",21932
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-11",16062
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2009-12",19941
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-01",29895
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-02",15376
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-03",15330
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-04",14375
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-05",16029
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-06",16379
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-07",14899
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-08",11927
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-09",13591
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-10",13317
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-11",15304
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2010-12",16689
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-01",19532
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-02",12933
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-03",13099
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-04",15331
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-05",17690
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-06",14505
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-07",14883
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-08",13030
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-09",12950
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-10",18625
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-11",21360
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2011-12",16218
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-01",22712
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-02",16495
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-03",14541
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-04",13181
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-05",15543
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-06",14333
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-07",14843
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-08",11725
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-09",10993
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-10",17180
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-11",18053
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2012-12",15489
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-01",22253
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-02",16043
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-03",12962
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-04",14073
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-05",17136
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-06",12819
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-07",19073
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-08",18904
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-09",11272
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-10",12839
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-11",15963
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2013-12",17347
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-01",19212
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-02",11077
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-03",13761
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-04",13276
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-05",16798
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-06",13848
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-07",13444
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-08",11355
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-09",12419
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-10",13186
"Totaal spaargeld ","Waarvan - Ingelegd spaargeld ","2014-11",11928
