"Instrument","StandStroom","Periode","waarde"
"Deposito's met opzegtermijn ","Eindstand ","2010-08",260372
"Deposito's met opzegtermijn ","Eindstand ","2010-09",260326
"Deposito's met opzegtermijn ","Eindstand ","2010-10",260153
"Deposito's met opzegtermijn ","Eindstand ","2010-11",259009
"Deposito's met opzegtermijn ","Eindstand ","2010-12",258166
"Deposito's met opzegtermijn ","Eindstand ","2011-01",262282
"Deposito's met opzegtermijn ","Eindstand ","2011-02",262050
"Deposito's met opzegtermijn ","Eindstand ","2011-03",261911
"Deposito's met opzegtermijn ","Eindstand ","2011-04",262862
"Deposito's met opzegtermijn ","Eindstand ","2011-05",265382
"Deposito's met opzegtermijn ","Eindstand ","2011-06",266703
"Deposito's met opzegtermijn ","Eindstand ","2011-07",266899
"Deposito's met opzegtermijn ","Eindstand ","2011-08",266158
"Deposito's met opzegtermijn ","Eindstand ","2011-09",265467
"Deposito's met opzegtermijn ","Eindstand ","2011-10",262688
"Deposito's met opzegtermijn ","Eindstand ","2011-11",259142
"Deposito's met opzegtermijn ","Eindstand ","2011-12",258006
"Deposito's met opzegtermijn ","Eindstand ","2012-01",262072
"Deposito's met opzegtermijn ","Eindstand ","2012-02",260936
"Deposito's met opzegtermijn ","Eindstand ","2012-03",260737
"Deposito's met opzegtermijn ","Eindstand ","2012-04",260495
"Deposito's met opzegtermijn ","Eindstand ","2012-05",263640
"Deposito's met opzegtermijn ","Eindstand ","2012-06",265607
"Deposito's met opzegtermijn ","Eindstand ","2012-07",266052
"Deposito's met opzegtermijn ","Eindstand ","2012-08",267028
"Deposito's met opzegtermijn ","Eindstand ","2012-09",266790
"Deposito's met opzegtermijn ","Eindstand ","2012-10",269339
"Deposito's met opzegtermijn ","Eindstand ","2012-11",273234
"Deposito's met opzegtermijn ","Eindstand ","2012-12",275335
"Deposito's met opzegtermijn ","Eindstand ","2013-01",281658
"Deposito's met opzegtermijn ","Eindstand ","2013-02",283290
"Deposito's met opzegtermijn ","Eindstand ","2013-03",283170
"Deposito's met opzegtermijn ","Eindstand ","2013-04",282348
"Deposito's met opzegtermijn ","Eindstand ","2013-05",285731
"Deposito's met opzegtermijn ","Eindstand ","2013-06",286488
"Deposito's met opzegtermijn ","Eindstand ","2013-07",286314
"Deposito's met opzegtermijn ","Eindstand ","2013-08",284931
"Deposito's met opzegtermijn ","Eindstand ","2013-09",284211
"Deposito's met opzegtermijn ","Eindstand ","2013-10",283229
"Deposito's met opzegtermijn ","Eindstand ","2013-11",281692
"Deposito's met opzegtermijn ","Eindstand ","2013-12",279576
"Deposito's met opzegtermijn ","Eindstand ","2014-01",283248
"Deposito's met opzegtermijn ","Eindstand ","2014-02",282382
"Deposito's met opzegtermijn ","Eindstand ","2014-03",282825
"Deposito's met opzegtermijn ","Eindstand ","2014-04",282971
"Deposito's met opzegtermijn ","Eindstand ","2014-05",287462
"Deposito's met opzegtermijn ","Eindstand ","2014-06",288295
"Deposito's met opzegtermijn ","Eindstand ","2014-07",287548
"Deposito's met opzegtermijn ","Eindstand ","2014-08",286907
"Deposito's met opzegtermijn ","Eindstand ","2014-09",286204
"Deposito's met opzegtermijn ","Eindstand ","2014-10",285424
"Deposito's met opzegtermijn ","Eindstand ","2014-11",284134
"Deposito's met opzegtermijn ","Eindstand ","2014-12",279034
"Deposito's met opzegtermijn ","Eindstand ","2015-01",283753
"Deposito's met opzegtermijn ","Eindstand ","2015-02",283543
"Deposito's met opzegtermijn ","Eindstand ","2015-03",286076
"Deposito's met opzegtermijn ","Eindstand ","2015-04",286003
"Deposito's met opzegtermijn ","Eindstand ","2015-05",290153
"Deposito's met opzegtermijn ","Eindstand ","2015-06",291569
"Deposito's met opzegtermijn ","Eindstand ","2015-07",290803
"Deposito's met opzegtermijn ","Eindstand ","2015-08",290694
"Deposito's met opzegtermijn ","Eindstand ","2015-09",289848
"Deposito's met opzegtermijn ","Eindstand ","2015-10",288441
"Deposito's met opzegtermijn ","Eindstand ","2015-11",286699
"Deposito's met opzegtermijn ","Eindstand ","2015-12",282104
"Deposito's met opzegtermijn ","Eindstand ","2016-01",285239
"Deposito's met opzegtermijn ","Eindstand ","2016-02",284492
"Deposito's met opzegtermijn ","Eindstand ","2016-03",285485
"Deposito's met opzegtermijn ","Eindstand ","2016-04",285757
"Deposito's met opzegtermijn ","Eindstand ","2016-05",290628
"Deposito's met opzegtermijn ","Eindstand ","2016-06",292410
"Deposito's met opzegtermijn ","Eindstand ","2016-07",291944
"Deposito's met opzegtermijn ","Eindstand ","2016-08",291703
"Deposito's met opzegtermijn ","Eindstand ","2016-09",291310
"Deposito's met opzegtermijn ","Eindstand ","2016-10",290933
"Deposito's met opzegtermijn ","Eindstand ","2016-11",290370
"Deposito's met opzegtermijn ","Eindstand ","2016-12",286498
"Deposito's met opzegtermijn ","Eindstand ","2017-01",289259
"Deposito's met opzegtermijn ","Eindstand ","2017-02",289525
"Deposito's met opzegtermijn ","Eindstand ","2017-03",290523
"Deposito's met opzegtermijn ","Eindstand ","2017-04",291098
"Deposito's met opzegtermijn ","Eindstand ","2017-05",295665
"Deposito's met opzegtermijn ","Eindstand ","2017-06",297624
"Deposito's met opzegtermijn ","Eindstand ","2017-07",296323
"Deposito's met opzegtermijn ","Eindstand ","2017-08",295447
"Deposito's met opzegtermijn ","Eindstand ","2017-09",295335
"Deposito's met opzegtermijn ","Eindstand ","2017-10",295109
"Deposito's met opzegtermijn ","Eindstand ","2017-11",293705
"Deposito's met opzegtermijn ","Eindstand ","2017-12",296712
"Deposito's met opzegtermijn ","Eindstand ","2018-01",299160
"Deposito's met opzegtermijn ","Eindstand ","2018-02",298273
"Deposito's met opzegtermijn ","Eindstand ","2018-03",299400
"Deposito's met opzegtermijn ","Eindstand ","2018-04",300144
"Deposito's met opzegtermijn ","Eindstand ","2018-05",305177
"Deposito's met opzegtermijn ","Eindstand ","2018-06",307555
"Deposito's met opzegtermijn ","Eindstand ","2018-07",307087
"Deposito's met opzegtermijn ","Eindstand ","2018-08",306494
"Deposito's met opzegtermijn ","Eindstand ","2018-09",305681
"Deposito's met opzegtermijn ","Eindstand ","2018-10",305512
"Deposito's met opzegtermijn ","Eindstand ","2018-11",305012
"Deposito's met opzegtermijn ","Eindstand ","2018-12",302364
"Deposito's met opzegtermijn ","Eindstand ","2019-01",304451
"Deposito's met opzegtermijn ","Eindstand ","2019-02",304746
"Deposito's met opzegtermijn ","Eindstand ","2019-03",306736
"Deposito's met opzegtermijn ","Eindstand ","2019-04",308177
"Deposito's met opzegtermijn ","Eindstand ","2019-05",314206
"Deposito's met opzegtermijn ","Eindstand ","2019-06",315678
"Deposito's met opzegtermijn ","Eindstand ","2019-07",315751
"Deposito's met opzegtermijn ","Eindstand ","2019-08",315293
"Deposito's met opzegtermijn ","Eindstand ","2019-09",314925
"Deposito's met opzegtermijn ","Eindstand ","2019-10",314823
"Deposito's met opzegtermijn ","Eindstand ","2019-11",314542
"Deposito's met opzegtermijn ","Eindstand ","2019-12",310623
"Deposito's met opzegtermijn ","Eindstand ","2020-01",311476
"Deposito's met opzegtermijn ","Eindstand ","2020-02",311565
"Deposito's met opzegtermijn ","Eindstand ","2020-03",313353
"Deposito's met opzegtermijn ","Eindstand ","2020-04",317361
"Deposito's met opzegtermijn ","Eindstand ","2020-05",326784
"Deposito's met opzegtermijn ","Eindstand ","2020-06",329668
"Deposito's met opzegtermijn ","Eindstand ","2020-07",330595
"Deposito's met opzegtermijn ","Eindstand ","2020-08",331215
"Deposito's met opzegtermijn ","Eindstand ","2020-09",332236
"Deposito's met opzegtermijn ","Eindstand ","2020-10",332999
"Deposito's met opzegtermijn ","Eindstand ","2020-11",333083
"Deposito's met opzegtermijn ","Eindstand ","2020-12",331611
"Deposito's met opzegtermijn ","Eindstand ","2021-01",336130
"Deposito's met opzegtermijn ","Eindstand ","2021-02",340686
"Deposito's met opzegtermijn ","Eindstand ","2021-03",340314
"Deposito's met opzegtermijn ","Eindstand ","2021-04",341399
"Deposito's met opzegtermijn ","Eindstand ","2021-05",346185
"Deposito's met opzegtermijn ","Eindstand ","2021-06",346594
"Deposito's met opzegtermijn ","Eindstand ","2021-07",348778
"Deposito's met opzegtermijn ","Eindstand ","2021-08",347699
"Deposito's met opzegtermijn ","Eindstand ","2021-09",347877
"Deposito's met opzegtermijn ","Eindstand ","2021-10",348311
"Deposito's met opzegtermijn ","Eindstand ","2021-11",346917
"Deposito's met opzegtermijn ","Eindstand ","2021-12",346695
"Deposito's met opzegtermijn ","Eindstand ","2022-01",347970
"Deposito's met opzegtermijn ","Eindstand ","2022-02",348993
"Deposito's met opzegtermijn ","Eindstand ","2022-03",350228
"Deposito's met opzegtermijn ","Eindstand ","2022-04",354659
"Deposito's met opzegtermijn ","Eindstand ","2022-05",361051
"Deposito's met opzegtermijn ","Eindstand ","2022-06",363074
"Deposito's met opzegtermijn ","Eindstand ","2022-07",363713
"Deposito's met opzegtermijn ","Eindstand ","2022-08",363406
"Deposito's met opzegtermijn ","Eindstand ","2022-09",363645
"Deposito's met opzegtermijn ","Eindstand ","2022-10",364054
"Deposito's met opzegtermijn ","Eindstand ","2022-11",365646
"Deposito's met opzegtermijn ","Eindstand ","2022-12",368780
"Deposito's met opzegtermijn ","Eindstand ","2023-01",370051
"Deposito's met opzegtermijn ","Eindstand ","2023-02",370716
"Deposito's met opzegtermijn ","Eindstand ","2023-03",371770
"Deposito's met opzegtermijn ","Eindstand ","2023-04",371884
"Deposito's met opzegtermijn ","Eindstand ","2023-05",378456
"Deposito's met opzegtermijn ","Eindstand ","2023-06",380528
"Deposito's met opzegtermijn ","Eindstand ","2023-07",379620
"Deposito's met opzegtermijn ","Eindstand ","2023-08",378222
"Deposito's met opzegtermijn ","Eindstand ","2023-09",377485
"Deposito's met opzegtermijn ","Eindstand ","2023-10",376934
"Deposito's met opzegtermijn ","Eindstand ","2023-11",377417
"Deposito's met opzegtermijn ","Eindstand ","2023-12",379997
"Deposito's met opzegtermijn ","Eindstand ","2024-01",382055
"Deposito's met opzegtermijn ","Eindstand ","2024-02",380809
"Deposito's met opzegtermijn ","Eindstand ","2024-03",381747
"Deposito's met opzegtermijn ","Eindstand ","2024-04",382923
"Deposito's met opzegtermijn ","Eindstand ","2024-05",391138
"Deposito's met opzegtermijn ","Eindstand ","2024-06",390338
"Deposito's met opzegtermijn ","Eindstand ","2024-07",388894
"Deposito's met opzegtermijn ","Eindstand ","2024-08",388528
"Deposito's met opzegtermijn ","Eindstand ","2024-09",388184
"Deposito's met opzegtermijn ","Eindstand ","2024-10",389094
"Deposito's met opzegtermijn ","Eindstand ","2024-11",391325
"Deposito's met opzegtermijn ","Eindstand ","2024-12",395325
"Deposito's met opzegtermijn ","Netto inleg ","1998-01",579
"Deposito's met opzegtermijn ","Netto inleg ","1998-02",560
"Deposito's met opzegtermijn ","Netto inleg ","1998-03",54
"Deposito's met opzegtermijn ","Netto inleg ","1998-04",170
"Deposito's met opzegtermijn ","Netto inleg ","1998-05",579
"Deposito's met opzegtermijn ","Netto inleg ","1998-06",1257
"Deposito's met opzegtermijn ","Netto inleg ","1998-07",621
"Deposito's met opzegtermijn ","Netto inleg ","1998-08",-247
"Deposito's met opzegtermijn ","Netto inleg ","1998-09",-51
"Deposito's met opzegtermijn ","Netto inleg ","1998-10",63
"Deposito's met opzegtermijn ","Netto inleg ","1998-11",206
"Deposito's met opzegtermijn ","Netto inleg ","1998-12",696
"Deposito's met opzegtermijn ","Netto inleg ","1999-01",1352
"Deposito's met opzegtermijn ","Netto inleg ","1999-02",550
"Deposito's met opzegtermijn ","Netto inleg ","1999-03",-322
"Deposito's met opzegtermijn ","Netto inleg ","1999-04",511
"Deposito's met opzegtermijn ","Netto inleg ","1999-05",449
"Deposito's met opzegtermijn ","Netto inleg ","1999-06",1409
"Deposito's met opzegtermijn ","Netto inleg ","1999-07",1270
"Deposito's met opzegtermijn ","Netto inleg ","1999-08",340
"Deposito's met opzegtermijn ","Netto inleg ","1999-09",-59
"Deposito's met opzegtermijn ","Netto inleg ","1999-10",-1314
"Deposito's met opzegtermijn ","Netto inleg ","1999-11",-290
"Deposito's met opzegtermijn ","Netto inleg ","1999-12",-365
"Deposito's met opzegtermijn ","Netto inleg ","2000-01",158
"Deposito's met opzegtermijn ","Netto inleg ","2000-02",-490
"Deposito's met opzegtermijn ","Netto inleg ","2000-03",-690
"Deposito's met opzegtermijn ","Netto inleg ","2000-04",-378
"Deposito's met opzegtermijn ","Netto inleg ","2000-05",568
"Deposito's met opzegtermijn ","Netto inleg ","2000-06",236
"Deposito's met opzegtermijn ","Netto inleg ","2000-07",-1483
"Deposito's met opzegtermijn ","Netto inleg ","2000-08",-781
"Deposito's met opzegtermijn ","Netto inleg ","2000-09",-1124
"Deposito's met opzegtermijn ","Netto inleg ","2000-10",-1566
"Deposito's met opzegtermijn ","Netto inleg ","2000-11",-2015
"Deposito's met opzegtermijn ","Netto inleg ","2000-12",-1514
"Deposito's met opzegtermijn ","Netto inleg ","2001-01",1978
"Deposito's met opzegtermijn ","Netto inleg ","2001-02",423
"Deposito's met opzegtermijn ","Netto inleg ","2001-03",932
"Deposito's met opzegtermijn ","Netto inleg ","2001-04",770
"Deposito's met opzegtermijn ","Netto inleg ","2001-05",1334
"Deposito's met opzegtermijn ","Netto inleg ","2001-06",1903
"Deposito's met opzegtermijn ","Netto inleg ","2001-07",1406
"Deposito's met opzegtermijn ","Netto inleg ","2001-08",1571
"Deposito's met opzegtermijn ","Netto inleg ","2001-09",2708
"Deposito's met opzegtermijn ","Netto inleg ","2001-10",3626
"Deposito's met opzegtermijn ","Netto inleg ","2001-11",2399
"Deposito's met opzegtermijn ","Netto inleg ","2001-12",1546
"Deposito's met opzegtermijn ","Netto inleg ","2002-01",2612
"Deposito's met opzegtermijn ","Netto inleg ","2002-02",1012
"Deposito's met opzegtermijn ","Netto inleg ","2002-03",845
"Deposito's met opzegtermijn ","Netto inleg ","2002-04",692
"Deposito's met opzegtermijn ","Netto inleg ","2002-05",1922
"Deposito's met opzegtermijn ","Netto inleg ","2002-06",1578
"Deposito's met opzegtermijn ","Netto inleg ","2002-07",720
"Deposito's met opzegtermijn ","Netto inleg ","2002-08",697
"Deposito's met opzegtermijn ","Netto inleg ","2002-09",756
"Deposito's met opzegtermijn ","Netto inleg ","2002-10",837
"Deposito's met opzegtermijn ","Netto inleg ","2002-11",-309
"Deposito's met opzegtermijn ","Netto inleg ","2002-12",439
"Deposito's met opzegtermijn ","Netto inleg ","2003-01",4268
"Deposito's met opzegtermijn ","Netto inleg ","2003-02",1938
"Deposito's met opzegtermijn ","Netto inleg ","2003-03",1727
"Deposito's met opzegtermijn ","Netto inleg ","2003-04",1172
"Deposito's met opzegtermijn ","Netto inleg ","2003-05",2127
"Deposito's met opzegtermijn ","Netto inleg ","2003-06",1870
"Deposito's met opzegtermijn ","Netto inleg ","2003-07",1893
"Deposito's met opzegtermijn ","Netto inleg ","2003-08",1079
"Deposito's met opzegtermijn ","Netto inleg ","2003-09",901
"Deposito's met opzegtermijn ","Netto inleg ","2003-10",888
"Deposito's met opzegtermijn ","Netto inleg ","2003-11",-67
"Deposito's met opzegtermijn ","Netto inleg ","2003-12",986
"Deposito's met opzegtermijn ","Netto inleg ","2004-01",2943
"Deposito's met opzegtermijn ","Netto inleg ","2004-02",662
"Deposito's met opzegtermijn ","Netto inleg ","2004-03",1070
"Deposito's met opzegtermijn ","Netto inleg ","2004-04",1311
"Deposito's met opzegtermijn ","Netto inleg ","2004-05",1980
"Deposito's met opzegtermijn ","Netto inleg ","2004-06",2572
"Deposito's met opzegtermijn ","Netto inleg ","2004-07",414
"Deposito's met opzegtermijn ","Netto inleg ","2004-08",461
"Deposito's met opzegtermijn ","Netto inleg ","2004-09",772
"Deposito's met opzegtermijn ","Netto inleg ","2004-10",200
"Deposito's met opzegtermijn ","Netto inleg ","2004-11",-60
"Deposito's met opzegtermijn ","Netto inleg ","2004-12",-280
"Deposito's met opzegtermijn ","Netto inleg ","2005-01",1907
"Deposito's met opzegtermijn ","Netto inleg ","2005-02",400
"Deposito's met opzegtermijn ","Netto inleg ","2005-03",479
"Deposito's met opzegtermijn ","Netto inleg ","2005-04",-90
"Deposito's met opzegtermijn ","Netto inleg ","2005-05",2221
"Deposito's met opzegtermijn ","Netto inleg ","2005-06",2534
"Deposito's met opzegtermijn ","Netto inleg ","2005-07",1056
"Deposito's met opzegtermijn ","Netto inleg ","2005-08",198
"Deposito's met opzegtermijn ","Netto inleg ","2005-09",1491
"Deposito's met opzegtermijn ","Netto inleg ","2005-10",-1282
"Deposito's met opzegtermijn ","Netto inleg ","2005-11",-505
"Deposito's met opzegtermijn ","Netto inleg ","2005-12",-572
"Deposito's met opzegtermijn ","Netto inleg ","2006-01",2199
"Deposito's met opzegtermijn ","Netto inleg ","2006-02",-102
"Deposito's met opzegtermijn ","Netto inleg ","2006-03",1257
"Deposito's met opzegtermijn ","Netto inleg ","2006-04",-484
"Deposito's met opzegtermijn ","Netto inleg ","2006-05",1892
"Deposito's met opzegtermijn ","Netto inleg ","2006-06",2317
"Deposito's met opzegtermijn ","Netto inleg ","2006-07",-435
"Deposito's met opzegtermijn ","Netto inleg ","2006-08",177
"Deposito's met opzegtermijn ","Netto inleg ","2006-09",-99
"Deposito's met opzegtermijn ","Netto inleg ","2006-10",-544
"Deposito's met opzegtermijn ","Netto inleg ","2006-11",-187
"Deposito's met opzegtermijn ","Netto inleg ","2006-12",-1707
"Deposito's met opzegtermijn ","Netto inleg ","2007-01",-1601
"Deposito's met opzegtermijn ","Netto inleg ","2007-02",-2954
"Deposito's met opzegtermijn ","Netto inleg ","2007-03",-673
"Deposito's met opzegtermijn ","Netto inleg ","2007-04",-2753
"Deposito's met opzegtermijn ","Netto inleg ","2007-05",1740
"Deposito's met opzegtermijn ","Netto inleg ","2007-06",926
"Deposito's met opzegtermijn ","Netto inleg ","2007-07",-5110
"Deposito's met opzegtermijn ","Netto inleg ","2007-08",-2378
"Deposito's met opzegtermijn ","Netto inleg ","2007-09",-1839
"Deposito's met opzegtermijn ","Netto inleg ","2007-10",-7395
"Deposito's met opzegtermijn ","Netto inleg ","2007-11",-3039
"Deposito's met opzegtermijn ","Netto inleg ","2007-12",-2629
"Deposito's met opzegtermijn ","Netto inleg ","2008-01",-4311
"Deposito's met opzegtermijn ","Netto inleg ","2008-02",-2077
"Deposito's met opzegtermijn ","Netto inleg ","2008-03",150
"Deposito's met opzegtermijn ","Netto inleg ","2008-04",-2689
"Deposito's met opzegtermijn ","Netto inleg ","2008-05",387
"Deposito's met opzegtermijn ","Netto inleg ","2008-06",520
"Deposito's met opzegtermijn ","Netto inleg ","2008-07",-6416
"Deposito's met opzegtermijn ","Netto inleg ","2008-08",-2939
"Deposito's met opzegtermijn ","Netto inleg ","2008-09",-3178
"Deposito's met opzegtermijn ","Netto inleg ","2008-10",-5221
"Deposito's met opzegtermijn ","Netto inleg ","2008-11",-659
"Deposito's met opzegtermijn ","Netto inleg ","2008-12",3317
"Deposito's met opzegtermijn ","Netto inleg ","2009-01",6306
"Deposito's met opzegtermijn ","Netto inleg ","2009-02",4713
"Deposito's met opzegtermijn ","Netto inleg ","2009-03",5695
"Deposito's met opzegtermijn ","Netto inleg ","2009-04",7105
"Deposito's met opzegtermijn ","Netto inleg ","2009-05",6493
"Deposito's met opzegtermijn ","Netto inleg ","2009-06",4429
"Deposito's met opzegtermijn ","Netto inleg ","2009-07",5820
"Deposito's met opzegtermijn ","Netto inleg ","2009-08",3485
"Deposito's met opzegtermijn ","Netto inleg ","2009-09",3221
"Deposito's met opzegtermijn ","Netto inleg ","2009-10",7296
"Deposito's met opzegtermijn ","Netto inleg ","2009-11",4272
"Deposito's met opzegtermijn ","Netto inleg ","2009-12",5088
"Deposito's met opzegtermijn ","Netto inleg ","2010-01",13845
"Deposito's met opzegtermijn ","Netto inleg ","2010-02",2646
"Deposito's met opzegtermijn ","Netto inleg ","2010-03",1709
"Deposito's met opzegtermijn ","Netto inleg ","2010-04",1339
"Deposito's met opzegtermijn ","Netto inleg ","2010-05",2989
"Deposito's met opzegtermijn ","Netto inleg ","2010-06",4238
"Deposito's met opzegtermijn ","Netto inleg ","2010-07",1040
"Deposito's met opzegtermijn ","Netto inleg ","2010-08",307
"Deposito's met opzegtermijn ","Netto inleg ","2010-09",-73
"Deposito's met opzegtermijn ","Netto inleg ","2010-10",-295
"Deposito's met opzegtermijn ","Netto inleg ","2010-11",-1119
"Deposito's met opzegtermijn ","Netto inleg ","2010-12",-1488
"Deposito's met opzegtermijn ","Netto inleg ","2011-01",1390
"Deposito's met opzegtermijn ","Netto inleg ","2011-02",-254
"Deposito's met opzegtermijn ","Netto inleg ","2011-03",-481
"Deposito's met opzegtermijn ","Netto inleg ","2011-04",840
"Deposito's met opzegtermijn ","Netto inleg ","2011-05",2452
"Deposito's met opzegtermijn ","Netto inleg ","2011-06",1293
"Deposito's met opzegtermijn ","Netto inleg ","2011-07",100
"Deposito's met opzegtermijn ","Netto inleg ","2011-08",-766
"Deposito's met opzegtermijn ","Netto inleg ","2011-09",-737
"Deposito's met opzegtermijn ","Netto inleg ","2011-10",-2878
"Deposito's met opzegtermijn ","Netto inleg ","2011-11",-4003
"Deposito's met opzegtermijn ","Netto inleg ","2011-12",-1974
"Deposito's met opzegtermijn ","Netto inleg ","2012-01",584
"Deposito's met opzegtermijn ","Netto inleg ","2012-02",-1173
"Deposito's met opzegtermijn ","Netto inleg ","2012-03",-261
"Deposito's met opzegtermijn ","Netto inleg ","2012-04",-287
"Deposito's met opzegtermijn ","Netto inleg ","2012-05",3106
"Deposito's met opzegtermijn ","Netto inleg ","2012-06",1918
"Deposito's met opzegtermijn ","Netto inleg ","2012-07",397
"Deposito's met opzegtermijn ","Netto inleg ","2012-08",326
"Deposito's met opzegtermijn ","Netto inleg ","2012-09",-293
"Deposito's met opzegtermijn ","Netto inleg ","2012-10",2495
"Deposito's met opzegtermijn ","Netto inleg ","2012-11",3827
"Deposito's met opzegtermijn ","Netto inleg ","2012-12",-966
"Deposito's met opzegtermijn ","Netto inleg ","2013-01",3095
"Deposito's met opzegtermijn ","Netto inleg ","2013-02",1596
"Deposito's met opzegtermijn ","Netto inleg ","2013-03",-190
"Deposito's met opzegtermijn ","Netto inleg ","2013-04",-861
"Deposito's met opzegtermijn ","Netto inleg ","2013-05",3328
"Deposito's met opzegtermijn ","Netto inleg ","2013-06",743
"Deposito's met opzegtermijn ","Netto inleg ","2013-07",-216
"Deposito's met opzegtermijn ","Netto inleg ","2013-08",-1421
"Deposito's met opzegtermijn ","Netto inleg ","2013-09",-757
"Deposito's met opzegtermijn ","Netto inleg ","2013-10",-1019
"Deposito's met opzegtermijn ","Netto inleg ","2013-11",-1572
"Deposito's met opzegtermijn ","Netto inleg ","2013-12",-2995
"Deposito's met opzegtermijn ","Netto inleg ","2014-01",1073
"Deposito's met opzegtermijn ","Netto inleg ","2014-02",-909
"Deposito's met opzegtermijn ","Netto inleg ","2014-03",407
"Deposito's met opzegtermijn ","Netto inleg ","2014-04",109
"Deposito's met opzegtermijn ","Netto inleg ","2014-05",4459
"Deposito's met opzegtermijn ","Netto inleg ","2014-06",806
"Deposito's met opzegtermijn ","Netto inleg ","2014-07",-818
"Deposito's met opzegtermijn ","Netto inleg ","2014-08",-671
"Deposito's met opzegtermijn ","Netto inleg ","2014-09",-732
"Deposito's met opzegtermijn ","Netto inleg ","2014-10",-814
"Deposito's met opzegtermijn ","Netto inleg ","2014-11",-1323
"Deposito's met opzegtermijn ","Netto inleg ","2014-12",-2555
"Deposito's met opzegtermijn ","Netto inleg ","2015-01",3333
"Deposito's met opzegtermijn ","Netto inleg ","2015-02",-105
"Deposito's met opzegtermijn ","Netto inleg ","2015-03",1486
"Deposito's met opzegtermijn ","Netto inleg ","2015-04",1565
"Deposito's met opzegtermijn ","Netto inleg ","2015-05",4109
"Deposito's met opzegtermijn ","Netto inleg ","2015-06",1484
"Deposito's met opzegtermijn ","Netto inleg ","2015-07",-813
"Deposito's met opzegtermijn ","Netto inleg ","2015-08",-151
"Deposito's met opzegtermijn ","Netto inleg ","2015-09",-860
"Deposito's met opzegtermijn ","Netto inleg ","2015-10",-1455
"Deposito's met opzegtermijn ","Netto inleg ","2015-11",-1780
"Deposito's met opzegtermijn ","Netto inleg ","2015-12",-5260
"Deposito's met opzegtermijn ","Netto inleg ","2016-01",1888
"Deposito's met opzegtermijn ","Netto inleg ","2016-02",-786
"Deposito's met opzegtermijn ","Netto inleg ","2016-03",870
"Deposito's met opzegtermijn ","Netto inleg ","2016-04",232
"Deposito's met opzegtermijn ","Netto inleg ","2016-05",4833
"Deposito's met opzegtermijn ","Netto inleg ","2016-06",1630
"Deposito's met opzegtermijn ","Netto inleg ","2016-07",-506
"Deposito's met opzegtermijn ","Netto inleg ","2016-08",-277
"Deposito's met opzegtermijn ","Netto inleg ","2016-09",-433
"Deposito's met opzegtermijn ","Netto inleg ","2016-10",-418
"Deposito's met opzegtermijn ","Netto inleg ","2016-11",-600
"Deposito's met opzegtermijn ","Netto inleg ","2016-12",-4236
"Deposito's met opzegtermijn ","Netto inleg ","2017-01",1993
"Deposito's met opzegtermijn ","Netto inleg ","2017-02",225
"Deposito's met opzegtermijn ","Netto inleg ","2017-03",956
"Deposito's met opzegtermijn ","Netto inleg ","2017-04",537
"Deposito's met opzegtermijn ","Netto inleg ","2017-05",4535
"Deposito's met opzegtermijn ","Netto inleg ","2017-06",1949
"Deposito's met opzegtermijn ","Netto inleg ","2017-07",-1321
"Deposito's met opzegtermijn ","Netto inleg ","2017-08",-906
"Deposito's met opzegtermijn ","Netto inleg ","2017-09",-139
"Deposito's met opzegtermijn ","Netto inleg ","2017-10",-256
"Deposito's met opzegtermijn ","Netto inleg ","2017-11",-1478
"Deposito's met opzegtermijn ","Netto inleg ","2017-12",2873
"Deposito's met opzegtermijn ","Netto inleg ","2018-01",2076
"Deposito's met opzegtermijn ","Netto inleg ","2018-02",-914
"Deposito's met opzegtermijn ","Netto inleg ","2018-03",1105
"Deposito's met opzegtermijn ","Netto inleg ","2018-04",738
"Deposito's met opzegtermijn ","Netto inleg ","2018-05",5020
"Deposito's met opzegtermijn ","Netto inleg ","2018-06",2353
"Deposito's met opzegtermijn ","Netto inleg ","2018-07",-481
"Deposito's met opzegtermijn ","Netto inleg ","2018-08",-603
"Deposito's met opzegtermijn ","Netto inleg ","2018-09",-825
"Deposito's met opzegtermijn ","Netto inleg ","2018-10",-179
"Deposito's met opzegtermijn ","Netto inleg ","2018-11",-506
"Deposito's met opzegtermijn ","Netto inleg ","2018-12",-3331
"Deposito's met opzegtermijn ","Netto inleg ","2019-01",1931
"Deposito's met opzegtermijn ","Netto inleg ","2019-02",289
"Deposito's met opzegtermijn ","Netto inleg ","2019-03",1995
"Deposito's met opzegtermijn ","Netto inleg ","2019-04",1458
"Deposito's met opzegtermijn ","Netto inleg ","2019-05",6054
"Deposito's met opzegtermijn ","Netto inleg ","2019-06",1464
"Deposito's met opzegtermijn ","Netto inleg ","2019-07",94
"Deposito's met opzegtermijn ","Netto inleg ","2019-08",-422
"Deposito's met opzegtermijn ","Netto inleg ","2019-09",-360
"Deposito's met opzegtermijn ","Netto inleg ","2019-10",-88
"Deposito's met opzegtermijn ","Netto inleg ","2019-11",-264
"Deposito's met opzegtermijn ","Netto inleg ","2019-12",-2315
"Deposito's met opzegtermijn ","Netto inleg ","2020-01",945
"Deposito's met opzegtermijn ","Netto inleg ","2020-02",214
"Deposito's met opzegtermijn ","Netto inleg ","2020-03",1809
"Deposito's met opzegtermijn ","Netto inleg ","2020-04",4073
"Deposito's met opzegtermijn ","Netto inleg ","2020-05",9467
