"StandStroom","Soort","Instrument","Looptijd","Definitie","Periode","waarde"
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","61 ","2023-03",682405
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","61 ","2023-04",689357
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-04",689357
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-05",689976
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-06",692796
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-07",689358
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-08",690681
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-09",693766
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-10",692053
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","62 ","2023-11",707294
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","63 ","2023-11",721794
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","63 ","2023-12",704368
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","63 ","2024-01",717065
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","63 ","2024-02",721814
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","63 ","2024-03",732659
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","63 ","2024-04",728755
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","63 ","2024-05",736225
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-05",736329
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-06",742394
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-07",737444
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-08",743534
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-09",752322
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-10",751817
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-11",761193
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Niet-monetaire passiva - Totaal ","nvt ","64 ","2024-12",767650
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1982-12",7817
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-01",7106
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-02",6109
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-03",8011
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-04",8827
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-05",9692
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-06",8788
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-07",6849
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-08",7778
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-09",6567
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-10",5404
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-11",7311
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1983-12",7307
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-01",7622
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-02",7700
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-03",4246
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-04",5617
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-05",9234
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-06",9481
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-07",8613
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-08",9882
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-09",9508
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-10",5888
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-11",9128
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1984-12",8118
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-01",9804
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-02",11250
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-03",11023
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-04",10722
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-05",9800
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-06",10926
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-07",9100
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-08",8536
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-09",8014
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-10",7851
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-11",10036
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1985-12",5269
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-01",4162
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-02",3396
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-03",6588
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-04",6809
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-05",8729
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-06",8532
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-07",6794
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-08",6478
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-09",4166
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-10",4602
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-11",4478
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1986-12",3081
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-01",2281
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-02",2141
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-03",2260
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-04",3358
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-05",3395
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-06",2973
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-07",3937
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","01 ","1987-08",3496
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","02 ","1987-08",3618
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","02 ","1987-09",3636
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","02 ","1987-10",4187
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","02 ","1987-11",3570
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","03 ","1987-11",4674
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","03 ","1987-12",2754
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1987-12",2207
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-01",755
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-02",-216
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-03",3480
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-04",4312
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-05",5482
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-06",5298
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-07",4694
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-08",4611
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-09",4214
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-10",3169
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-11",4175
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","04 ","1988-12",2065
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1988-12",-6111
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-01",-6527
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-02",-7123
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-03",-55
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-04",2534
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-05",4429
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-06",277
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-07",16
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-08",1586
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-09",3832
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-10",3772
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-11",4158
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1989-12",2820
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-01",1751
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-02",3351
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-03",7195
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-04",8798
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-05",9316
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-06",8883
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-07",7729
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-08",9448
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-09",10165
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-10",7479
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-11",9008
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","05 ","1990-12",9261
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1990-12",12707
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-01",10933
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-02",10086
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-03",11622
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-04",14246
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-05",12921
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-06",12471
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-07",11660
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-08",13354
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-09",9754
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-10",7113
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-11",7907
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","06 ","1991-12",9163
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1991-12",8876
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-01",8536
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-02",7017
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-03",9207
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-04",10828
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-05",11167
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-06",11721
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-07",12764
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-08",13233
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-09",9388
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-10",7939
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-11",5487
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1992-12",6943
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-01",5225
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-02",3966
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-03",3380
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-04",3954
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-05",8965
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-06",4446
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-07",5976
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-08",1772
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-09",-3420
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-10",-1950
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-11",-3385
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","07 ","1993-12",-2290
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1993-12",-3090
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-01",-7248
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-02",-4379
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-03",-520
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-04",-1101
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-05",2639
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-06",1540
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-07",1835
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-08",-402
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-09",-1776
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-10",-2618
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-11",-2925
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1994-12",-3422
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-01",-5264
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-02",-4112
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-03",-5971
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-04",-10137
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-05",-4248
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-06",-12433
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-07",-10678
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-08",-8674
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-09",-14926
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-10",-18077
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","08 ","1995-11",-15212
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1995-11",-15650
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1995-12",-12340
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-01",-12598
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-02",-14373
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-03",-12273
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-04",-12768
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-05",-9206
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-06",-10492
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-07",-10760
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-08",-8461
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-09",-18759
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-10",-18772
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-11",-21023
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","09 ","1996-12",-19924
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","10 ","1996-12",-15401
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","10 ","1997-01",-18495
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","10 ","1997-02",-17109
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","10 ","1997-03",-13849
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-03",-14119
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-04",-17021
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-05",-17840
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-06",-24623
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-07",-22499
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-08",-21036
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-09",-27059
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-10",-26741
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-11",-27069
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","11 ","1997-12",-24652
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","12 ","1997-12",-10987
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","12 ","1998-01",-15370
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","12 ","1998-02",-16613
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","12 ","1998-03",-23149
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","12 ","1998-04",-18993
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","12 ","1998-05",-22712
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","12 ","1998-06",-22318
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","13 ","1998-06",-18741
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","13 ","1998-07",-21642
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","13 ","1998-08",-26051
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","13 ","1998-09",-30247
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","13 ","1998-10",-26444
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","13 ","1998-11",-32699
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","13 ","1998-12",-45264
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1998-12",-45125
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-01",-40863
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-02",-24668
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-03",-11334
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-04",-6279
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-05",115
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-06",2883
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-07",-2438
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-08",-7055
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-09",-15769
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-10",1254
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-11",-20611
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","1999-12",-26242
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","2000-01",-16462
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","2000-02",-20246
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","2000-03",-11728
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","2000-04",-17345
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","2000-05",-16911
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","14 ","2000-06",-30000
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","15 ","2000-06",-30000
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","15 ","2000-07",-35106
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","15 ","2000-08",-33797
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","16 ","2000-08",-31751
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","16 ","2000-09",-18630
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","17 ","2000-09",-22629
"Standen ","Aanvullende gegevens - Tegenposten van M3 ","Overige posten ","nvt ","17 ","2000-10",-13370
