"StandStroom","Soort","Instrument","Looptijd","Definitie","Periode","waarde"
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1982-12",102984
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-01",104493
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-02",105000
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-03",108079
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-04",109515
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-05",111132
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-06",111090
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-07",109040
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-08",108189
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-09",107999
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-10",107682
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-11",109552
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1983-12",108118
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-01",109366
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-02",110894
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-03",112241
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-04",115096
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-05",117622
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-06",117787
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-07",117263
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-08",117225
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-09",116891
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-10",115709
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-11",117933
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1984-12",116879
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-01",117566
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-02",120866
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-03",123766
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-04",125402
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-05",126290
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-06",126416
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-07",125018
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-08",124638
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-09",125143
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-10",125209
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-11",126556
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1985-12",126263
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-01",126993
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-02",127678
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-03",130724
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-04",131735
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-05",135009
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-06",135219
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-07",134258
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-08",133356
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-09",133830
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-10",135485
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-11",134769
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1986-12",135157
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-01",135418
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-02",135758
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-03",137085
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-04",139294
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-05",141808
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-06",141986
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-07",141444
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","01 ","1987-08",139739
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","02 ","1987-08",139739
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","02 ","1987-09",140557
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","02 ","1987-10",141179
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","02 ","1987-11",141410
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","03 ","1987-11",141304
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","03 ","1987-12",141326
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1987-12",141330
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-01",141880
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-02",142502
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-03",143692
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-04",146244
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-05",148858
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-06",149246
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-07",149260
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-08",148542
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-09",148861
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-10",149434
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-11",150406
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","04 ","1988-12",150186
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1988-12",153432
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-01",154620
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-02",156217
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-03",157250
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-04",159087
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-05",163583
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-06",164700
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-07",164080
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-08",164591
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-09",166949
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-10",167639
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-11",168396
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1989-12",170189
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-01",170656
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-02",172273
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-03",177139
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-04",180571
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-05",181815
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-06",183484
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-07",180858
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-08",181333
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-09",185247
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-10",184875
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-11",185716
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","05 ","1990-12",186400
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1990-12",186701
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-01",187965
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-02",189404
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-03",192071
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-04",192968
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-05",195298
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-06",194414
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-07",192331
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-08",194041
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-09",192891
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-10",193910
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-11",195887
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","06 ","1991-12",197539
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1991-12",197624
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-01",197611
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-02",198157
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-03",198633
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-04",201600
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-05",205345
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-06",203414
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-07",203853
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-08",204234
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-09",207188
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-10",206900
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-11",209227
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1992-12",208885
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-01",210051
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-02",212304
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-03",215033
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-04",216930
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-05",221570
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-06",219717
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-07",219437
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-08",218987
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-09",218223
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-10",220187
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-11",220437
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","07 ","1993-12",224566
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1993-12",224584
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-01",224562
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-02",225788
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-03",228898
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-04",229390
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-05",233387
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-06",230500
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-07",229154
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-08",227604
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-09",228467
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-10",226724
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-11",227366
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1994-12",224511
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-01",225019
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-02",227807
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-03",225759
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-04",225604
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-05",230172
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-06",228130
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-07",228742
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-08",229502
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-09",229220
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-10",232289
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","08 ","1995-11",233417
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1995-11",233674
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1995-12",234952
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-01",236544
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-02",237964
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-03",239435
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-04",241724
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-05",246226
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-06",246809
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-07",247177
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-08",246701
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-09",247089
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-10",247041
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-11",248153
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","09 ","1996-12",248126
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","10 ","1996-12",248126
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","10 ","1997-01",252910
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","10 ","1997-02",254546
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","10 ","1997-03",254969
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-03",255424
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-04",257492
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-05",262508
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-06",260766
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-07",263951
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-08",263330
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-09",262934
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-10",264814
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-11",266087
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","11 ","1997-12",264980
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","12 ","1997-12",276579
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","12 ","1998-01",278050
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","12 ","1998-02",281939
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","12 ","1998-03",283644
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","12 ","1998-04",287953
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","12 ","1998-05",298242
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","12 ","1998-06",299984
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","13 ","1998-06",299984
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","13 ","1998-07",301350
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","13 ","1998-08",295743
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","13 ","1998-09",298989
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","13 ","1998-10",299452
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","13 ","1998-11",299267
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","13 ","1998-12",301128
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1998-12",299699
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-01",307721
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-02",301945
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-03",309078
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-04",316966
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-05",326720
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-06",320727
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-07",326908
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-08",330270
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-09",329706
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-10",329625
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-11",333423
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","1999-12",330006
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","2000-01",336729
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","2000-02",343289
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","2000-03",350251
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","2000-04",352646
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","2000-05",359751
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","14 ","2000-06",344705
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","15 ","2000-06",344705
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","15 ","2000-07",346725
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","15 ","2000-08",349883
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","16 ","2000-08",349633
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","16 ","2000-09",349380
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","17 ","2000-09",350325
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","17 ","2000-10",351776
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","17 ","2000-11",365117
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","17 ","2000-12",358630
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2000-12",359124
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-01",368142
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-02",370373
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-03",373665
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-04",384424
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-05",389683
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-06",380253
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-07",373899
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-08",380368
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-09",380628
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-10",385018
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-11",398728
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2001-12",403985
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2002-01",415321
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2002-02",414320
"Standen ","Aanvullende gegevens ","M3 (inclusief chartaal geld in omloop) ","nvt ","18 ","2002-03",417292
