"date","Bankruptcies_Bankruptcies","ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Foodproducts._beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2","ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2","ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2","ConsumerConsumption_Electrical_equipment_VolumeChanges_2","ConsumerConsumption_Vehicles_VolumeChanges_2","ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Electricity._gas._water_and_motor_fuels_VolumeChanges_2","ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2","ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConfidence_Consumentenvertrouwen_1","ConsumerConfidence_EconomischKlimaat_2","ConsumerConfidence_Koopbereidheid_3","ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4","ConsumerConfidence_EconomischeSituatieKomende12Maanden_5","ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6","ConsumerConfidence_FinancieleSituatieKomende12Maanden_7","ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8","CPI_CPI_1","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_allGenders_15.to.24.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_25.to.44.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_female_15.to.24.years_SeasonallyAdjusted_6_Unemployed_Labor_Force","Employment_Employment_female_15.to.24.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_25.to.44.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_6_Unemployed_Labor_Force","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","ProducerConfidence_ProducerConfidence_1","ProducerConfidence_ExpectedActivity_2","BusinessInterestRates_BigBusinessInterestRate","BusinessInterestRates_Deposit.rate","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.weighted.average.interest.rate","BusinessInterestRates_Marginal.lending.rate","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.marginal.interest.rate","BusinessInterestRates_Main.refinancing.operations..Fixed.rate.tenders","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.minimum.bid.rate","BusinessInterestRates_Rente.op.uitstaande.bedragen..percentages.","BusinessInterestRates_HousingInterestRatesNLD","MoneySupply_M3_1","MoneySupply_M3_2","MoneySupply_M1","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6","LeadingEconomicIndicators_ConsumLeadIndicator_NLD","LeadingEconomicIndicators_BusinessLeadIndicator_NLD","LeadingEconomicIndicators_BusinessLeadIndicator_DEU","LeadingEconomicIndicators_ConsumLeadIndicator_DEU","InternationalUnemploymentIndicators_Germany_unemply_F","InternationalUnemploymentIndicators_Germany_unemply_M","InternationalUnemploymentIndicators_France_unemply_F","InternationalUnemploymentIndicators_France_unemply_M","InternationalUnemploymentIndicators_Italy_unemply_F","InternationalUnemploymentIndicators_Italy_unemply_M","InternationalUnemploymentIndicators_Spain_unemply_F","InternationalUnemploymentIndicators_Spain_unemply_M","InternationalUnemploymentIndicators_Belgium_unemply_F","InternationalUnemploymentIndicators_Belgium_unemply_M","InternationalUnemploymentIndicators_Japan_unemply_F","InternationalUnemploymentIndicators_Japan_unemply_M","InternationalUnemploymentIndicators_United.States_unemply_F","InternationalUnemploymentIndicators_United.States_unemply_M","InternationalEnergyIndicators_Crude.oil..average","InternationalEnergyIndicators_Crude.oil..Brent","InternationalEnergyIndicators_Crude.oil..Dubai","InternationalEnergyIndicators_Crude.oil..WTI","InternationalEnergyIndicators_Coal..Australian","InternationalEnergyIndicators_Coal..South.African...","InternationalEnergyIndicators_Natural.gas..US","InternationalEnergyIndicators_Natural.gas..Europe","InternationalEnergyIndicators_Liquefied.natural.gas..Japan","InternationalEnergyIndicators_Natural.gas.index","InternationalMetals_Aluminum","InternationalMetals_Iron.ore..cfr.spot","InternationalMetals_Copper","InternationalMetals_Lead","InternationalMetals_Tin","InternationalMetals_Nickel","InternationalMetals_Zinc","InternationalMetals_Gold","InternationalMetals_Platinum","InternationalMetals_Silver"
Apr 2003,794,-0.1,-0.3,-1.1,0.1,1.5,8.8,-0.5,11.6,-1,-0.1,0.3,0.8,0,-35,-61,-18,-82,-39,-19,2,-36,82.61,5.7,69.8,65.8,11,4.4,4.8,50.5,48.1,6.7,62,57.9,70,9.2,6.2,62,5.7,40.9,38.6,-7.9,4.7,3.39,1.5,2.54066666666667,3.5,2.533,4.25,2.5,5.5,4.55,464968,448695,153175,2.5762,2.447,2.5333,2.4695,98.6698,99.07648,98.73279,97.37262,9.3,10,9.4,7.7,11.2,6.6,15.9,8.4,8.6,7.7,5.1,5.7,5.7,6.4,25.55596825397,25.016,23.43047619048,28.22142857143,23.45,23.825,5.289318,4.03,4.78,86.62709172632,1332.013,31.95,1587.475,437.375,4565.75,7910.125,754.65,328.18,624.91,4.4932
May 2003,757,0.1,0,-0.3,0.2,-1.7,2.1,-2.2,10.6,5.9,0.2,1.8,0.1,0.2,-34,-56,-19,-81,-32,-22,3,-37,82.55,5.8,69.8,65.8,11.5,4.4,4.8,50.5,48.1,6.8,62.1,57.9,73,9.5,6.3,63,5.8,41,38.7,-9.7,-2.5,3.41,1.5,2.56,3.5,2.55064516129032,4.25,2.5,5.5,4.57,473161,456267,159416,2.5204,2.2521,2.4005,2.3084,98.77045,99.01448,98.67437,97.67205,9.3,10.1,9.4,7.7,11.4,6.6,15.7,8.3,8.5,7.8,5.1,5.7,5.7,6.4,26.06491269841,25.8095,24.25285714286,28.13238095238,23.3,23.65,5.838044,4.04,4.74,93.31091616501,1398.488,31.95,1648.275,463.5,4736.75,8330.625,775.65,355.683,650.36,4.7413
Jun 2003,737,-0.1,-0.5,-0.2,0,-4.3,-2.2,-6.8,5.2,-0.4,-2.1,-1.2,-5.2,0.2,-34,-54,-20,-81,-28,-24,2,-38,82.17,5.9,69.8,65.6,11.6,4.5,4.9,50.6,48.1,6.9,62.1,57.8,75,9.8,6.5,63,5.8,41,38.7,-12.2,-4.8,3.15,1.08333333333333,2.22933333333333,3.08333333333333,2.21733333333333,4.25,2.13333333333333,5.5,4.34,469353,452100,158359,2.177,2.0137,2.1519,2.0843,98.7541,98.9983,98.67148,97.99606,9.4,10.1,9.4,7.8,11.4,6.6,15.9,8.5,8.5,7.8,4.9,5.7,5.9,6.7,27.91714285714,27.54571428571,25.49571428571,30.71,24.1,26.75,5.771905,4.05,4.77,92.57563016647,1409.845,31.95,1686.5,468.024,4694.762,8874.762,790.69,356.352,661.67,4.5262
Jul 2003,757,-0.5,-2.1,0.2,-3.6,-3.1,0,-4,4.2,-3.3,-1.7,-1,-1.6,0.8,-36,-57,-22,-83,-31,-24,-1,-40,82.24,6,69.8,65.7,11.6,4.6,5,50.8,48.3,6.9,62.1,57.8,73,9.7,6.3,65,5.9,41.2,38.8,-9.8,1.4,3,1,2.0941935483871,3,2.07935483870968,4.25,2,5.4,4.26,470078,452496,154359,2.1306,2.0761,2.13,2.0925,98.74894,99.04693,98.75346,98.22893,9.4,10.1,9.2,7.8,11.3,6.4,15.9,8.6,8.7,7.7,4.9,5.4,5.7,6.6,28.59158761528,28.39826086957,26.62695652174,30.74954545455,24.35,29.5,5.005,4.04,4.75,83.20172711042,1436.087,31.95,1710,514.783,4739.348,8797.391,827.543,351.02,681.52,4.797
Aug 2003,596,-0.3,-1.2,-0.3,-1.7,-4.3,2.3,-6.1,1.4,-0.6,-1.6,0.9,-6.4,0.4,-33,-50,-22,-81,-20,-26,0,-40,82.5,6.1,69.9,65.6,11.6,4.7,5.1,51,48.4,6.9,62.2,57.9,76,10,6.4,64,5.7,41.4,39.1,-9.6,0.8,3,1,2.06483870967742,3,2.05870967741935,4.25,2,5.4,4.3,471110,453234,155247,2.1223,2.2786,2.1404,2.1721,98.91138,99.13697,98.97028,98.22951,9.4,10,9,7.7,11.3,6.3,15.8,8.6,8.7,7.6,4.8,5.3,5.8,6.3,29.67555555556,29.82571428571,27.61714285714,31.58380952381,25.325,30.1875,4.970714,3.98,4.67,82.44594155414,1456.313,31.95,1760.275,496.525,4822.5,9351.375,817.875,359.768,692.19,4.9893
Sep 2003,869,-0.3,-1.4,-0.8,-2.6,-5.8,-5.4,-0.2,4.4,2.3,0.3,4.6,-2.2,0.7,-33,-48,-23,-82,-15,-26,-2,-40,83.31,6.2,69.8,65.5,11.7,4.8,5.2,51,48.4,7,62.1,57.7,76,10.2,6.5,64,5.8,41.5,39.1,-7.9,4.7,3,1,2.07766666666667,3,2.06833333333333,4.25,2,5.4,4.4,469476,451638,156557,2.126,2.2576,2.1473,2.1776,99.08008,99.2953,99.21725,98.19456,9.5,10,9.2,8,11.3,6.3,15.7,8.6,8.9,7.6,4.8,5.5,5.8,6.4,26.88233044733,27.09818181818,25.265,28.28380952381,26.7,34.1375,4.612727,3.97,4.7,78.07155699219,1415.568,31.95,1789.523,521.273,4911.591,9965.341,818.182,378.945,705.25,5.1708
Oct 2003,805,0,-0.8,-0.2,-1.5,0,1.2,-4.2,8.6,-5,-0.1,5.4,-5.3,0.7,-32,-47,-22,-81,-14,-25,-2,-38,83.08,6.2,69.8,65.5,11.4,5,5.3,51.1,48.4,7,62.2,57.8,72,9.6,6.8,64,5.7,41.6,39.2,-6.3,3.8,3.11,1,2.05451612903226,3,2.04677419354839,4.25,2,5.3,4.47,478319,460181,156133,2.1001,2.3025,2.1436,2.1727,99.18404,99.49329,99.4261,98.21586,9.5,10,9.4,8.1,10.9,6.4,15.5,8.5,8.9,7.8,4.8,5.3,5.7,6.2,29.01449275362,29.59043478261,27.13130434783,30.32173913043,27.5,36.6875,4.635652,3.88,4.62,77.86788677542,1474.25,31.95,1920.543,587.326,5236.739,11047.17,897.957,378.92,732.48,5.0022
Nov 2003,786,-0.6,-1.6,-0.9,-2.6,-8.1,-1.6,-8.7,4.4,-3.7,-0.8,-1.1,-3.5,0.3,-27,-38,-20,-73,-2,-26,-1,-34,82.87,6.4,69.8,65.4,11.6,5,5.5,51.1,48.3,7.1,62.2,57.8,73,9.8,6.8,67,5.9,41.7,39.3,-6.6,1.9,3.01,1,2.03533333333333,3,2.02133333333333,4.25,2,5.3,4.51,478009,459351,156059,2.0868,2.4103,2.159,2.2241,99.30798,99.73972,99.57426,98.25734,9.5,9.9,9.6,8.1,10.9,6.3,15.4,8.5,9,7.8,4.9,5.3,5.4,6.2,29.12274074074,28.772,27.504,31.09222222222,29.9125,39.1875,4.5275,3.9,4.72,76.71738555826,1508.338,31.95,2055.425,622.325,5362.75,12086.5,914.525,389.91,760.38,5.1777
Dec 2003,731,-1.7,-3.7,-0.1,-8.1,-6.3,-5.9,-5.1,8,-28.9,-0.4,-1.2,3.9,0.3,-25,-33,-19,-69,2,-24,0,-33,82.34,6.5,69.7,65.2,11.9,5.2,5.5,51.2,48.4,7.2,62.1,57.6,74,10,7,67,5.9,41.7,39.3,-4.6,7.2,3.14,1,2.03806451612903,3,2.01258064516129,4.25,2,5.3,4.51,478391,458870,156075,2.1315,2.3808,2.1463,2.1995,99.42738,99.99265,99.6508,98.19161,9.6,9.9,9.8,8.2,10.9,6.3,15.3,8.7,9.3,7.9,4.6,5.1,5.6,5.8,29.96920634921,29.92666666667,27.85761904762,32.12333333333,34,38.6875,6.126522,3.97,4.75,96.48800898732,1554.905,31.95,2201.286,692.071,6057.619,14162.5,977.762,406.953,807.87,5.6276
Jan 2004,732,0.8,0.2,0.6,1.5,1.1,5.9,-3.1,9.7,4.6,-2.4,-3,-0.6,1.4,-27,-37,-20,-75,0,-24,-3,-32,82.35,6.5,69.8,65.3,12,5.3,5.5,51.3,48.5,7.2,62.3,57.8,75,10.1,6.9,66,5.8,41.9,39.5,-4.4,6.6,2.98,1,2.0341935483871,3,2.00967741935484,4.25,2,5.2,4.39,485366,465359,153871,2.0759,2.2163,2.0895,2.1154,99.50405,100.1171,99.72966,98.14306,9.6,9.9,9.9,8.1,11.2,6.3,15.3,8.6,9.7,7.9,4.6,5.1,5.7,5.7,31.36771929825,31.17523809524,28.68476190476,34.24315789474,37.75,41.25,6.09477272727,3.87,4.75,95.62706848798,1606.488,37.9,2423.571,758.381,6485,15326.548,1017,413.788,849.93,6.3005
Feb 2004,768,-1.2,-3.6,-1.5,-4.1,-7.7,-2.1,-5.1,10.7,0.7,-5,-2,-3.5,0.8,-20,-23,-17,-61,15,-23,1,-31,82.72,6.6,69.8,65.3,12.3,5.2,5.6,51.2,48.4,7.3,62.4,57.8,78,10.5,6.8,68,6,41.9,39.4,-5.7,0.5,2.92,1,2.01103448275862,3,2.00344827586207,4.25,2,5.2,4.38,485829,465544,151932,2.0606,2.163,2.0706,2.0859,99.70318,100.15,99.78822,98.22665,9.7,10.5,9.9,8.1,10.7,6.3,15.2,8.4,9.8,7.7,4.6,5.2,5.5,5.6,31.33133333333,30.866,28.398,34.73,41.75,42.25,5.3795,3.89,4.81,87.07697407595,1685.625,37.9,2759.525,888.475,6672.75,15145.125,1087.675,404.878,846.32,6.4406
Mar 2004,902,0.6,0.4,-0.2,-0.1,-3.7,-4.1,2.7,14.6,-0.7,1.9,5.4,-1.6,0.8,-19,-20,-19,-54,15,-23,1,-34,83.44,6.7,69.8,65.2,12.6,5.3,5.6,51.3,48.4,7.5,62.4,57.7,81,10.9,6.9,70,6.1,42.1,39.5,-4.7,3.7,2.85,1,2.00709677419355,3,2,4.25,2,5.2,4.21,485378,464815,153506,2.0428,2.055,2.0288,2.0185,99.73146,100.2075,99.83818,98.23108,10,10.4,9.8,8,10.9,6.5,15.1,8.3,9.5,7.4,4.5,5,5.8,5.8,33.66507246377,33.79913043478,30.4647826087,36.73130434783,48.9375,42.5,5.39686956522,3.86,4.88,87.19270459931,1655.989,37.9,3008.717,886.478,7619.783,13715,1105.783,406.667,899.76,7.2254
Apr 2004,739,1.1,0.2,-0.4,1,4.4,4,-1.4,10.3,-3.2,-0.5,0.5,-1.2,1.8,-20,-21,-19,-54,12,-24,2,-34,83.71,6.9,70,65.2,13,5.4,5.8,51.5,48.4,7.7,62.7,57.8,85,11.3,7.1,74,6.4,42.4,39.7,-3.8,3.8,2.9,1,2.01,3,2,4.25,2,5.2,4.06,484829,463788,153209,2.0523,2.1626,2.0488,2.0614,99.69128,100.2948,99.9136,98.18901,10.1,10.4,9.6,8,10.9,6.3,15.3,8.4,8.7,6.9,4.5,5,5.4,5.7,33.71139249639,33.36227272727,31.06666666667,36.70523809524,53.25,47.25,5.71652173913,3.92,4.91,91.37992333504,1729.738,37.9,2948.725,753.675,8955.75,12848.125,1032.725,403.26,880.64,7.1486
May 2004,744,0.5,0,-0.3,0.3,0.4,5.4,-4.9,4.5,-14,-0.1,-0.6,-4,0.9,-22,-26,-19,-57,4,-23,1,-36,83.85,7,70.1,65.2,13,5.5,5.9,51.5,48.5,7.9,63,58,85,11.2,7.4,76,6.5,42.7,40,-1.1,7.4,2.98,1,2.01,3,2,4.25,2,5.1,4.12,496009,474279,159286,2.061,2.2974,2.0859,2.136,99.68671,100.4215,99.96272,98.16119,10.1,10.4,9.5,8.1,10.5,6.5,15.1,8.4,8.6,6.8,4.5,4.8,5.4,5.8,37.55789891395,37.91631578947,34.47238095238,40.285,56.4375,52.5625,6.33595238095,3.95,4.91,99.04451982169,1623.224,37.9,2733.5,808.895,9459.474,11118.289,1028.289,383.779,809.83,5.8674
Jun 2004,848,1.4,1.6,0.9,1.8,4.6,3.7,5.8,23.2,-2.1,2.2,3.6,4.4,1.2,-22,-26,-19,-55,3,-22,2,-37,83.31,6.9,70,65.1,13,5.4,5.9,51.6,48.5,7.9,62.9,57.9,85,11.2,7.4,77,6.6,42.7,39.9,-0.8,7.2,2.88,1,2.01033333333333,3,2.00033333333333,4.25,2,5.1,4.16,494612,472740,161352,2.0762,2.4044,2.1127,2.1885,99.71737,100.5295,100.0055,98.18228,10.1,10.4,9.5,8.1,9.8,6.5,15.1,8.4,9.1,7.1,4.4,4.9,5.6,5.7,35.54274170274,35.19136363636,33.40590909091,38.03095238095,59.55,62.55,6.27159090909,4.01,5.04,98.6362670387,1677.716,37.9,2686.705,870.318,9204.773,13533.523,1021.455,392.373,807.55,5.8618
Jul 2004,745,2.1,2.2,0.2,3.2,9.4,5.9,2.6,11.3,-3.7,3,2.9,4.8,2,-18,-20,-17,-49,10,-21,3,-35,83.19,6.8,70,65.3,12.9,5.2,5.8,51.7,48.7,7.7,62.9,58,85,11.3,7.2,74,6.3,42.7,40,-2.1,2.5,2.93,1,2.01322580645161,3,2.00774193548387,4.25,2,5.1,4.21,489648,467120,156012,2.0755,2.361,2.116,2.1878,99.82933,100.5554,100.0962,98.19258,10.1,10.5,9.5,8.2,10,6.3,14.7,8.4,9.9,7.7,4.4,5.2,5.5,5.5,37.891998557,38.37045454545,34.48363636364,40.8219047619,61.375,68.5,5.92863636364,4.28,5.07,95.77553944811,1709.273,37.9,2808.432,939.591,9044.318,15023.295,988.318,398.091,809.52,6.3141
Aug 2004,752,1,0.2,-1.3,0.4,0.3,4.6,-2.6,6.2,-10.3,1.6,2.9,-2,1.6,-16,-16,-17,-47,15,-21,5,-33,83.47,6.7,69.9,65.2,12.7,5.2,5.8,51.6,48.6,7.7,62.7,57.8,82,11,7.2,74,6.4,42.6,39.9,-1.9,0.8,2.83,1,2.02,3,2.01225806451613,4.25,2,5.1,4.24,491362,468903,152053,2.077,2.302,2.1143,2.1691,99.8211,100.5107,100.1873,98.24766,10.1,10.6,9.6,8.2,9.9,6.1,14.6,8.5,10.3,8,4.5,4.9,5.2,5.6,42.08406926407,43.03,38.29857142857,44.92363636364,59.25,63.625,5.39568181818,4.34,5.16,89.64988643604,1692.19,37.9,2846.095,921.81,9021.905,13679.524,975.81,400.51,848.68,6.66
Sep 2004,833,1,-0.3,-0.1,-1,2.6,6.3,0.1,5,-5.6,0.9,0.3,2.8,2.1,-17,-17,-17,-45,12,-24,5,-32,84.2,6.7,69.8,65.1,12.7,5.1,5.9,51.7,48.7,7.7,62.6,57.7,82,11.1,7.2,75,6.4,42.7,40,-2.2,3.6,2.88,1,2.02066666666667,3,2.02,4.25,2,5,4.17,490917,468275,153424,2.0778,2.377,2.1186,2.2003,99.68755,100.4395,100.2488,98.31577,10.2,10.7,9.6,8.3,10.5,6.5,14.5,8.3,10.3,8,4.3,4.9,5.2,5.6,41.59682539683,43.38136363636,35.47863636364,45.93047619048,55.375,61,5.13886363636,4.41,5.43,87.04694893911,1723.602,37.9,2894.864,935.455,9019.545,13270.909,975.182,405.275,847.89,6.4034
Oct 2004,703,0.2,-1.6,-0.3,-2.6,-7.4,-3.3,-5.7,0.2,-1.9,-1.3,-5.4,1.6,1.7,-20,-21,-19,-48,6,-24,1,-33,84.23,6.8,70,65.2,13.1,5.3,5.8,51.9,48.9,7.8,62.8,57.9,87,11.7,7.3,74,6.3,42.9,40.2,-1.7,5.6,2.86,1,2.03,3,2.02387096774194,4.25,2,5,4.15,492439,469381,153285,2.0862,2.3161,2.1473,2.1906,99.48192,100.3388,100.27,98.29971,10.2,10.8,9.7,8.3,10.6,6.3,14.5,8,9.8,7.7,4.3,4.8,5.3,5.6,46.88111111111,49.8180952381,37.57904761905,53.24619047619,56.625,59.6875,6.41166666667,4.83,5.55,104.58103855245,1819.57,37.9,3012.238,932.762,9045.238,14404.286,1064.952,420.464,841.43,7.095
Nov 2004,824,0.6,-0.3,-0.7,-1.3,-3.3,-5,0.3,2.8,-5,1.6,2.9,0.6,1.3,-21,-24,-20,-49,1,-25,-1,-33,83.98,6.8,70,65.2,12.9,5.3,5.8,52.1,49,7.8,62.9,57.9,85,11.4,7.3,76,6.4,43.1,40.3,-2.6,3.8,2.85,1,2.04633333333333,3,2.044,4.25,2,5,3.96,500262,476972,157502,2.1101,2.3283,2.1703,2.2173,99.3176,100.2914,100.2563,98.33407,10.2,10.9,9.7,8.4,10.4,6.6,14.4,7.8,9.3,7.5,4.2,4.7,5.2,5.5,42.12554545455,43.05363636364,34.8765,48.4465,52.825,60.75,6.08704545455,4.96,5.45,101.18930910025,1813.898,37.9,3122.795,967.795,9070.455,14045.455,1095.636,439.375,854.41,7.4926
Dec 2004,759,1.4,0.5,1.1,0.3,5.6,10.4,0.5,3.3,5.5,0.2,0.1,2.3,2.3,-25,-29,-21,-52,-7,-26,-5,-34,83.25,7,70.1,65.2,13.1,5.5,6,52.3,49.1,8,62.9,57.9,84,11.4,7.5,80,6.7,43.3,40.4,-3.2,1.3,3.12,1,2.07677419354839,3,2.06225806451613,4.25,2,5,3.77,501510,477010,162250,2.167,2.301,2.1732,2.2065,99.25202,100.2691,100.2314,98.49366,10.3,11,9.5,8.3,10,6.4,14.1,7.7,9.2,7.4,4.2,4.6,5.1,5.5,39.04494444444,39.64428571429,34.2615,43.22904761905,52.25,54.2875,6.58130434783,5.01,5.57,107.51027709708,1849.179,37.9,3145.452,974.905,8553.81,13768.81,1180.214,442.079,848.24,7.085
Jan 2005,797,-0.4,-1.4,-1.3,-0.6,-4,-8.8,-4.2,-0.2,-1.2,-2.7,-3.3,-5.6,0.6,-24,-29,-20,-53,-6,-26,-4,-30,83.58,7,70,65.1,13,5.6,5.9,52.3,49.2,8,62.9,57.8,84,11.3,7.6,78,6.6,43.3,40.5,-3.3,0.7,3.11,1,2.08290322580645,3,2.06387096774194,4.25,2,5,3.74,499250,475429,158736,2.111,2.3121,2.1454,2.192,99.37785,100.2267,100.1463,98.70138,10.3,11.1,9.2,8.2,9.9,6.4,13.6,7.6,9.4,7.5,4.2,4.7,5.1,5.4,42.97227777778,44.28333333333,37.8135,46.82,53.045,51.4175,6.15452380952,5.46,5.42,104.36538530458,1834.425,65,3170,953.15,7735.75,14505,1246.375,424.03,859.07,6.619
Feb 2005,840,0.8,-0.1,0.2,-2.9,-3.4,-0.8,-1.9,0.9,-14.7,3.6,1.6,0,1.5,-19,-19,-19,-45,8,-27,-2,-29,84.1,7.2,70.1,65.1,13.5,5.7,6,52.3,49.2,8.2,63,57.9,86,11.6,7.8,79,6.6,43.4,40.6,-2.8,3.1,2.9,1,2.06035714285714,3,2.05535714285714,4.25,2,5,3.76,494021,470018,158941,2.1039,2.31,2.1384,2.1846,99.56665,100.1559,99.97375,98.76099,10.5,11.2,9.1,8.1,10.3,6.4,13.1,7.5,9.6,7.6,4.3,4.8,5.3,5.5,44.81821052632,45.557,40.935,47.96263157895,49.8975,46.625,6.14475,5.49,5.58,104.49771651609,1882.85,65,3253.7,977.55,8088.75,15349.5,1326.175,423.35,864.32,7.03
Mar 2005,988,0.9,0.7,1.4,0.5,4.5,11.4,-3.3,7.2,-5.2,0.2,-1.4,3.7,1.1,-15,-9,-20,-35,17,-30,-1,-29,84.88,7.1,70.2,65.2,13.4,5.7,6,52.4,49.2,8.2,63.2,58,86,11.6,7.9,80,6.7,43.5,40.6,-1.4,8.4,3.08,1,2.05322580645161,3,2.05,4.25,2,4.9,3.74,501653,477234,160755,2.103,2.3348,2.1372,2.1918,99.66496,100.0804,99.77015,98.72641,10.6,11.2,9.1,8.1,10.2,6.4,12.7,7.6,9.7,7.6,4.3,4.7,5.1,5.3,50.94287878788,53.08409090909,45.57636363636,54.16818181818,50.925,45.3,6.96804347826,5.52,5.59,114.64467040198,1979.85,65,3379.49,1004,8407.39,16190.65,1372.15,433.85,866.83,7.2282
Apr 2005,819,0,-1.7,-0.4,-3.4,-7.6,-1.7,-2.5,8.7,0.5,-0.3,-0.9,1.3,1.3,-11,1,-19,-26,29,-31,2,-29,85.03,7.1,70.4,65.4,13.4,5.7,6,52.5,49.4,8.3,63.4,58.1,89,11.8,8,79,6.6,43.7,40.8,-2.9,6.3,3.02,1,2.05166666666667,3,2.05,4.25,2,4.9,3.8,508128,483275,160035,2.1047,2.2651,2.1372,2.1722,99.70042,100.0172,99.63857,98.68817,10.8,11.5,9.3,8.1,10.1,6.4,12.5,7.7,9.5,7.5,4.3,4.6,5.2,5.1,50.64047619048,51.85714285714,47.10142857143,52.96285714286,51.25,46.25,7.15261904762,5.86,5.67,118.55659052214,1894.286,65,3394.476,985.762,8143.81,16141.905,1300.143,429.233,864.86,7.1188
May 2005,831,0.3,-0.9,-0.5,-2.2,-9.4,-4,-3.9,6.2,-1.1,0.9,2,-1.8,1.2,-14,-4,-20,-28,20,-31,0,-29,84.98,7.2,70.4,65.4,13.5,5.7,6,52.6,49.5,8.3,63.5,58.2,88,11.7,8.1,81,6.7,43.8,40.9,-1.9,5.7,3.11,1,2.05,3,2.05,4.25,2,4.9,3.84,512096,486945,168874,2.1041,2.1933,2.1256,2.1441,99.54943,99.98891,99.59431,98.67344,10.8,11.5,9.5,8.2,9.7,6.2,12.1,7.5,9.5,7.8,4.3,4.7,5.2,5,47.82657287157,48.66590909091,45,49.81380952381,51.3125,45.875,6.46931818182,5.89,5.74,110.44905701341,1743.7,65,3249.1,988.075,8125,16931.5,1243.625,421.873,866.23,7.0224
Jun 2005,904,1.6,1.2,1.3,0.6,1.2,8.8,-0.9,5.5,-2.6,2.1,0.1,4.9,1.9,-20,-17,-23,-39,5,-29,-4,-34,84.7,7,70.4,65.5,13.2,5.5,5.9,52.7,49.6,8.1,63.6,58.4,86,11.4,7.8,80,6.5,43.9,41.1,-4.4,3,2.96,1,2.053,3,2.05,4.25,2,4.8,3.73,518883,493277,169488,2.1039,2.1028,2.111,2.1069,99.42828,99.94597,99.63826,98.64575,10.9,11.5,9.6,8.2,10.1,6.3,11.8,7.2,9.6,7.5,4,4.5,5.1,5,53.8903030303,54.30681818182,50.975,56.38909090909,51,49.125,7.18613636364,5.91,5.68,119.20807735199,1731.295,65,3524.068,986.068,7618.864,16159.545,1275.727,430.657,880.09,7.3105
