"date","Bankruptcies_Bankruptcies","ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Foodproducts._beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2","ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2","ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2","ConsumerConsumption_Electrical_equipment_VolumeChanges_2","ConsumerConsumption_Vehicles_VolumeChanges_2","ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3","ConsumerConsumption_Electricity._gas._water_and_motor_fuels_VolumeChanges_2","ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2","ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3","ConsumerConfidence_Consumentenvertrouwen_1","ConsumerConfidence_EconomischKlimaat_2","ConsumerConfidence_Koopbereidheid_3","ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4","ConsumerConfidence_EconomischeSituatieKomende12Maanden_5","ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6","ConsumerConfidence_FinancieleSituatieKomende12Maanden_7","ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8","CPI_CPI_1","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_allGenders_15.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_allGenders_15.to.24.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_25.to.44.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_allGenders_45.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_female_15.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","Employment_Employment_female_15.to.24.years_SeasonallyAdjusted_6_Unemployed_Labor_Force","Employment_Employment_female_15.to.24.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_25.to.44.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_6_Unemployed_Labor_Force","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_8_UnemplyRate","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_12_Gross_Labor_Particp","Employment_Employment_female_45.to.74.years_SeasonallyAdjusted_14_Net_Labor_Particp","ProducerConfidence_ProducerConfidence_1","ProducerConfidence_ExpectedActivity_2","BusinessInterestRates_BigBusinessInterestRate","BusinessInterestRates_Deposit.rate","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.weighted.average.interest.rate","BusinessInterestRates_Marginal.lending.rate","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.marginal.interest.rate","BusinessInterestRates_Main.refinancing.operations..Fixed.rate.tenders","BusinessInterestRates_Main.refinancing.operations..Variable.rate.tenders.minimum.bid.rate","BusinessInterestRates_Rente.op.uitstaande.bedragen..percentages.","BusinessInterestRates_HousingInterestRatesNLD","MoneySupply_M3_1","MoneySupply_M3_2","MoneySupply_M1","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3","InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6","LeadingEconomicIndicators_ConsumLeadIndicator_NLD","LeadingEconomicIndicators_BusinessLeadIndicator_NLD","LeadingEconomicIndicators_BusinessLeadIndicator_DEU","LeadingEconomicIndicators_ConsumLeadIndicator_DEU","InternationalUnemploymentIndicators_Germany_unemply_F","InternationalUnemploymentIndicators_Germany_unemply_M","InternationalUnemploymentIndicators_France_unemply_F","InternationalUnemploymentIndicators_France_unemply_M","InternationalUnemploymentIndicators_Italy_unemply_F","InternationalUnemploymentIndicators_Italy_unemply_M","InternationalUnemploymentIndicators_Spain_unemply_F","InternationalUnemploymentIndicators_Spain_unemply_M","InternationalUnemploymentIndicators_Belgium_unemply_F","InternationalUnemploymentIndicators_Belgium_unemply_M","InternationalUnemploymentIndicators_Japan_unemply_F","InternationalUnemploymentIndicators_Japan_unemply_M","InternationalUnemploymentIndicators_United.States_unemply_F","InternationalUnemploymentIndicators_United.States_unemply_M","InternationalEnergyIndicators_Crude.oil..average","InternationalEnergyIndicators_Crude.oil..Brent","InternationalEnergyIndicators_Crude.oil..Dubai","InternationalEnergyIndicators_Crude.oil..WTI","InternationalEnergyIndicators_Coal..Australian","InternationalEnergyIndicators_Coal..South.African...","InternationalEnergyIndicators_Natural.gas..US","InternationalEnergyIndicators_Natural.gas..Europe","InternationalEnergyIndicators_Liquefied.natural.gas..Japan","InternationalEnergyIndicators_Natural.gas.index","InternationalMetals_Aluminum","InternationalMetals_Iron.ore..cfr.spot","InternationalMetals_Copper","InternationalMetals_Lead","InternationalMetals_Tin","InternationalMetals_Nickel","InternationalMetals_Zinc","InternationalMetals_Gold","InternationalMetals_Platinum","InternationalMetals_Silver"
Jan 1995,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,-1,-1,15,-4,6,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,225019,208446,58686,6.37,7.66,6.66,7.06,100.8806,100.8639,100.7038,99.80259,9.8,7,11.7,9.3,15.4,8.7,28.9,16.9,12.6,7.6,3,2.9,5.6,5.6,16.9,16.63,16.08,17.99,37.1,34,1.51,2.66,3.36,33.25843988593,2060.55,28.38,3008.93,666.6,6199.3,9592.55,1156.5,378.55,413.9,4.7731
Feb 1995,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,2,10,23,-1,10,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,227807,211192,60214,6.36,7.5,6.59,6.92,100.9999,100.8999,100.657,99.73992,9.8,6.9,11.7,9.2,15.4,8.7,28.6,16.7,12.6,7.6,3,2.9,5.5,5.4,17.41666666667,17.08,16.64,18.53,37.6,34.5,1.58,2.66,3.4,34.13557575765,1916.15,28.38,2877.65,579.9,5478.3,8505.45,1032.2,376.64,413.97,4.7215
Mar 1995,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,23,5,19,26,3,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,225759,209071,59592,7.42,8.02,7.58,7.74,101.0782,100.8983,100.5136,99.8495,9.7,6.8,11.6,9.3,15.5,8.8,28.2,16.4,12.6,7.6,3.2,3,5.5,5.3,17.34666666667,17.01,16.49,18.54,38.35,34.75,1.54,2.65,3.46,33.64295076015,1805.07,28.38,2924.04,585.6,5532.4,7531.91,1022.2,382.12,416.89,4.6485
Apr 1995,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,18,6,16,20,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,225604,208766,60887,7.14,7.63,7.29,7.39,101.0469,100.8186,100.3139,99.96301,9.7,6.9,11.8,9.3,15.3,8.5,27.7,16.3,12.6,7.5,3.1,3.1,5.9,5.6,18.64666666667,18.67,17.4,19.87,37.1,35,1.62,2.71,3.45,34.89288400053,1849,28.38,2903.5,608.5,5872.1,7397.83,1061.4,391.03,448.29,5.4777
May 1995,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,20,7,18,21,5,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,230172,213286,64992,7.01,7.25,7.04,7.09,101.043,100.703,100.1639,100.0336,9.6,6.9,11.7,9.4,15.3,8.5,27.6,16.3,12.6,7.5,3.1,2.9,5.5,5.8,18.42333333333,18.38,17.25,19.64,38.77,35,1.64,2.71,3.53,35.18995098713,1762.69,28.38,2773.31,596.5,5926.5,7232.19,1036.2,385.22,437.35,5.5598
Jun 1995,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,6,13,15,4,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,228130,211055,63261,7.05,7.24,7.08,7.11,101.0161,100.599,100.0042,100.0798,9.6,7,11.7,9.4,15.3,8.6,27.8,16.3,12.6,7.5,3.3,3,5.7,5.6,17.36333333333,17.35,16.24,18.5,40.77,34.89,1.62,2.73,3.56,35.06248779812,1780.05,28.38,2994.64,611.8,6670.7,7871.57,1009.6,387.56,438.53,5.3637
Jul 1995,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,8,14,12,7,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,228742,211923,62137,6.86,7.16,6.92,6.99,101.0252,100.5499,99.83002,100.0576,9.6,7.1,11.9,9.5,15.4,8.6,27.9,16.4,12.6,7.5,3.2,3.1,5.8,5.6,16.08333333333,15.86,14.97,17.42,41.05,36.15,1.44,2.8,3.48,33.15525920301,1860.1,28.38,3075.67,621.9,6668.9,8596.57,1026.8,386.23,433.63,5.1648
Aug 1995,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19,10,19,20,9,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,229502,212709,62548,6.63,6.83,6.66,6.71,101.148,100.5096,99.68758,99.92953,9.6,7.2,11.8,9.5,15.4,8.6,27.9,16.5,12.7,7.6,3.4,3.1,5.6,5.7,16.46666666667,16.07,15.37,17.96,40.88,35.7,1.56,2.8,3.46,34.59891407807,1888.32,28.38,3036.84,623.6,6992.3,8944.66,1014.4,383.67,425.34,5.3982
Sep 1995,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,18,11,17,19,9,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,229220,212315,63230,6.48,6.59,6.5,6.54,101.2525,100.471,99.56871,99.78293,9.6,7.3,11.8,9.6,15.4,8.6,27.9,16.6,12.7,7.6,3.4,3.1,5.7,5.6,16.82,16.78,15.65,18.03,40.93,35.93,1.64,2.78,3.46,35.47530446817,1760.83,28.38,2915.52,592.7,6328.1,8405.21,986.2,383.06,429.65,5.4295
Oct 1995,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25,12,23,26,10,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,232289,215714,63527,6.69,6.76,6.75,6.78,101.3136,100.4586,99.49506,99.59262,9.6,7.4,12,9.7,15.3,8.6,27.8,16.5,12.8,7.7,3.3,3.2,5.7,5.4,16.12333333333,16.12,14.92,17.33,40.97,35.75,1.77,2.75,3.45,36.90454884217,1674.32,28.38,2813.55,639.1,6220.7,8061.73,979.1,383.14,412.66,5.3741
Nov 1995,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,24,11,23,25,10,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,233674,216956,65702,6.42,6.43,6.45,6.43,101.22,100.4577,99.36895,99.30981,9.6,7.5,12,9.7,15.3,8.6,27.6,16.5,12.9,7.7,3.4,3.4,5.5,5.7,16.74333333333,16.88,15.56,17.79,39.59,36.07,2.04,2.75,3.41,40.1561597815,1654.07,28.38,2977.36,713.6,6386.9,8505.91,1030.7,385.31,413.12,5.3151
Dec 1995,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,7,12,19,5,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,234952,217799,67907,6.38,6.21,6.32,6.26,100.9626,100.4108,99.14024,98.91779,9.6,7.6,11.9,9.7,15.3,8.6,27.4,16.3,12.8,7.7,3.4,3.4,5.5,5.7,17.86666666667,17.96,16.81,18.83,39.35,35.01,2.71,2.73,3.37,48.1700404625,1656.74,28.38,2926.26,731.6,6289.5,8090.89,1018.1,387.44,408.71,5.1769
Jan 1996,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,6,10,16,5,11,2,68.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,236544,220063,68963,5.87,5.69,5.81,5.73,100.7275,100.3441,98.83924,98.50311,9.6,7.7,11.9,9.6,15.3,8.4,27.2,16.3,12.9,7.8,3.6,3.4,5.8,5.6,17.8,17.94,16.57,18.89,39.37,34.75,2.93,2.75,3.43,50.97731160984,1589.34,30,2616.41,709.5,6271.6,7862.05,1019.1,399.45,415.48,5.4605
Feb 1996,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,-1,3,4,11,1,68.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,237964,221462,69342,5.63,5.56,5.58,5.54,100.5393,100.2261,98.53745,98.28223,9.6,7.8,11.9,9.6,15.3,8.4,26.9,16.3,12.9,7.8,3.4,3.3,5.4,5.6,17.69666666667,17.97,16.05,19.07,39.28,34.25,4.4,2.77,3.48,68.95702403339,1591.55,30,2537.71,769.7,6195.5,8215.55,1035.8,404.76,420.21,5.6567
Mar 1996,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-13,4,-13,-12,2,9,1,68.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,239435,222735,69905,5.5,5.55,5.5,5.49,100.3937,100.1127,98.32229,98.28535,9.6,7.9,11.9,9.7,15.3,8.4,26.9,16.2,12.8,7.7,3.2,3.3,5.3,5.6,19.4,19.99,17.05,21.16,39.01,32.92,2.95,2.67,3.47,50.8669610417,1612.48,30,2561.02,817.9,6196.4,8021.74,1063.9,396.21,411.19,5.5241
Apr 1996,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-19,6,-19,-20,5,11,2,69.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,241724,224998,71603,5.32,5.32,5.27,5.26,100.4167,100.0457,98.24938,98.2887,9.6,8,12.1,9.9,15.4,8.8,26.7,16.1,12.8,7.6,3.5,3.3,5.5,5.6,20.66,21.01,17.77,23.2,39.33,33.67,2.23,3.1,3.56,44.22891509624,1587.23,30,2595.78,815,6480.9,8042.85,1045.4,392.85,404.39,5.4209
May 1996,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-10,6,-12,-9,5,13,1,68.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,246226,229278,76692,5.15,5.07,5.06,5.03,100.5707,100.0873,98.27809,98.2539,9.7,8.1,12.1,9.9,15.4,8.8,26.7,16.1,12.7,7.5,3.3,3.5,5.5,5.6,19.06333333333,19.12,16.99,21.08,38.2,33.28,2.24,2.81,3.6,42.99879659653,1589.26,30,2658.26,840.2,6412.4,8026.55,1035.8,391.93,401.42,5.3652
Jun 1996,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-2,8,-4,0,6,15,4,68.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,246809,229641,76686,5.11,5.19,5.08,5.08,100.72,100.1992,98.35602,98.24757,9.7,8.1,12.1,10,15.4,8.8,27,16,12.6,7.4,3.3,3.5,5.3,5.3,18.51333333333,18.27,17,20.27,38.2,32.4,2.49,2.81,3.6,46.03463983995,1482.48,30,2173.4,796.5,6191.9,7709.48,1008.5,385.27,392.25,5.1615
Jul 1996,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,10,4,10,7,18,6,68.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,247177,230293,75610,5.09,5.18,5.06,5.07,100.8711,100.3261,98.49522,98.30309,9.8,8.2,12.1,9.9,15,8.7,27.1,15.8,12.5,7.3,3.5,3.3,5.4,5.5,19.58666666667,19.61,17.79,21.36,38.4,32.1,2.48,2.78,3.61,45.77736187941,1458.7,30,1985.57,783.7,6250.2,7203.65,1000.1,383.47,393.66,5.0653
Aug 1996,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,11,3,10,8,18,6,68.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,246701,229779,73902,5.07,5.16,5.08,5.1,101.024,100.4096,98.6593,98.40769,9.9,8.3,12,9.9,15,8.7,26.7,15.5,12.4,7.3,3.2,3.3,5.3,5,20.44,20.58,18.77,21.97,38.35,32.03,2.03,2.79,3.68,40.40780835139,1463.36,30,2008.57,815.7,6110.2,7054.36,1006.9,387.35,400.03,5.1354
Sep 1996,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,11,10,17,9,20,5,69.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,247089,230383,75855,4.84,4.96,4.86,4.88,101.1961,100.3711,98.83392,98.44694,10,8.4,12,9.9,15,8.7,26.6,15.5,12.3,7.3,3.3,3.3,5.2,5.2,22.25666666667,22.59,20.26,23.92,38.1,33.38,1.84,2.79,3.68,38.10056748639,1407.38,30,1941.45,796.4,6101.9,7318.05,1000.3,383.14,389.86,5.0388
Oct 1996,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,24,12,19,28,8,22,7,69.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,247041,230371,75608,4.71,4.67,4.69,4.66,101.343,100.3269,98.99088,98.36939,10.1,8.5,12,9.9,15.2,8.7,26.3,15.4,12.2,7.2,3.4,3.4,5.4,5.1,23.61,24.18,21.71,24.94,37.6,34.25,2.37,2.94,3.79,45.32417537068,1336.34,30,1961.17,741.9,5941.9,7031.39,1003.1,381.07,384.18,4.9276
Nov 1996,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,11,18,23,8,20,5,69.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,248153,231253,77345,4.59,4.54,4.57,4.53,101.3322,100.3593,99.08834,98.24352,10.2,8.6,12,9.9,15.2,8.7,25.9,15.3,12.1,7.2,3.3,3.3,5.4,5.3,22.39,22.64,20.87,23.66,35.7,34.14,3.03,2.96,4.03,53.59647956246,1449.52,30,2230.86,716.6,5991.7,6943.38,1046.5,377.85,381.98,4.8332
Dec 1996,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,21,9,21,21,6,18,3,69.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,248126,230963,79436,4.6,4.39,4.5,4.42,101.3231,100.4513,99.20504,98.12366,10.3,8.7,12,9.9,15.2,8.7,25.7,15.1,12,7.2,3.4,3.3,5.7,5,23.62333333333,23.9,21.65,25.32,35.35,35.04,3.82,2.96,4.08,63.22361891611,1500.29,30,2268.08,688.8,5836.3,6580.75,1036.3,369,370.7,4.8264
Jan 1997,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,26,10,26,26,8,20,4,69.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,252910,236145,79894,4.47,4.25,4.39,4.31,101.456,100.6112,99.37301,98.06055,10.4,8.8,12.1,10,15.3,8.7,25.3,14.9,11.9,7.2,3.4,3.3,5.3,5.3,23.22666666667,23.47,21.28,24.93,35.23,34.57,3.31,2.89,4.13,56.73159533672,1575.61,30.15,2434.93,692.3,5877.7,7071.55,1086.5,355.11,360.1,4.7747
Feb 1997,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,27,13,26,28,11,20,7,69.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,254546,237719,79861,4.48,4.32,4.43,4.36,101.5831,100.749,99.51907,97.99033,10.4,8.9,12.1,10,15.3,8.8,25.2,14.7,11.9,7.2,3.4,3.3,5.4,5.1,20.42,20.83,18.6,21.83,34.6,33.8,2.22,2.89,4.22,43.55629326343,1580.01,30.15,2405.85,660.2,5883.2,7734.53,1179.4,346.58,365.01,5.0722
Mar 1997,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,29,16,32,26,14,21,13,70.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,255424,238302,81143,4.51,4.55,4.5,4.5,101.6624,100.8307,99.63479,98.06697,10.5,8.9,12,10,15.3,8.8,25,14.6,11.8,7.2,3.3,3.2,5.2,5.1,19.33,19.21,18.09,20.69,34.5,33.4,1.89,2.83,4.25,39.2840666614,1631.57,30.15,2421.29,694.6,5909.2,7895.87,1254.8,351.81,378.9,5.1962
Apr 1997,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,31,17,35,27,14,23,12,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,257492,240567,80672,4.38,4.47,4.39,4.41,101.7328,100.8815,99.73529,98.21314,10.5,9,12.1,10,15.5,8.8,25.1,14.6,11.8,7.2,3.3,3.2,5,5.1,17.88,17.47,16.77,19.4,35.4,32.99,2.031,2.77,4.07,40.58909497129,1561.44,30.15,2391.18,642.5,5713.3,7315.52,1240.4,344.47,371.08,4.7726
May 1997,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,35,17,39,30,14,24,12,70.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,262508,245171,85957,4.3,4.36,4.3,4.32,101.7178,100.9827,99.83671,98.3321,10.6,9,12.1,10,15.5,8.8,25.1,14.7,11.8,7.2,3.7,3.2,5.2,4.6,19.36743333333,19.1425,18.455,20.5048,35.73,32.53,2.24,2.74,4.03,42.95734098753,1625.25,30.15,2514.33,618.6,5711.2,7482.85,1310.5,343.84,387.5,4.7496
Jun 1997,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,33,18,38,27,16,24,15,70.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,260766,243434,85616,4.29,4.33,4.29,4.3,101.7355,101.1271,100.0072,98.35384,10.6,9,12,10,15.5,8.8,25.6,14.6,11.8,7.3,3.5,3.3,5,5,17.92,17.55,17.34,18.87,34.5,32.28,2.2,2.76,4.03,42.56668551638,1567.55,30.15,2612.62,614.9,5566.1,7062.48,1354.2,340.76,430.76,4.7569
Jul 1997,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,33,20,38,28,17,24,17,70.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,263951,246752,84155,4.29,4.32,4.3,4.31,101.8063,101.3055,100.1955,98.42386,10.6,9,12.1,10,15,8.6,25.6,14.2,11.9,7.3,3.4,3.4,5,4.8,18.33,18.4,17.29,19.3,35,31.27,2.19,2.67,3.89,41.92254509911,1591.99,30.15,2450.46,634.3,5442.7,6835.5,1518,324.1,415.52,4.3724
Aug 1997,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,33,19,38,27,17,24,17,70.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,263330,246131,83279,4.32,4.49,4.36,4.42,101.8939,101.4254,100.3636,98.59293,10.5,9,12,10,15,8.6,25.4,13.9,11.9,7.4,3.4,3.4,4.9,4.8,18.7,18.71,17.77,19.62,36.93,31.03,2.47,2.67,3.69,45.18719071393,1710.58,30.15,2251.2,608.1,5428.4,6761.3,1653.5,324.01,424.55,4.4964
