,Bankruptcies_Bankruptcies,ConsumerConsumption_Domestic_consumption_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Consumption_of_goods_by_households_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Foodproducts,_beverages_and_tabacco_VolumeChangesShoppingdayAdjusted_3",ConsumerConsumption_Durable_consumer_goods_VolumeChangesShoppingdayAdjusted_3,ConsumerConsumption_Textiles_and_clothing_VolumeChanges_2,ConsumerConsumption_Leather_goods_and_footwear_VolumeChanges_2,ConsumerConsumption_Home_furnishing_and_home_decoration_VolumeChanges_2,ConsumerConsumption_Electrical_equipment_VolumeChanges_2,ConsumerConsumption_Vehicles_VolumeChanges_2,ConsumerConsumption_Other_goods_VolumeChangesShoppingdayAdjusted_3,"ConsumerConsumption_Electricity,_gas,_water_and_motor_fuels_VolumeChanges_2",ConsumerConsumption_Personal_care_and_other_goods_VolumeChanges_2,ConsumerConsumption_Consumption_of_services_by_households_VolumeChangesShoppingdayAdjusted_3,ConsumerConfidence_Consumentenvertrouwen_1,ConsumerConfidence_EconomischKlimaat_2,ConsumerConfidence_Koopbereidheid_3,ConsumerConfidence_EconomischeSituatieLaatste12Maanden_4,ConsumerConfidence_EconomischeSituatieKomende12Maanden_5,ConsumerConfidence_FinancieleSituatieLaatste12Maanden_6,ConsumerConfidence_FinancieleSituatieKomende12Maanden_7,ConsumerConfidence_GunstigeTijdVoorGroteAankopen_8,CPI_CPI_1,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_allGenders_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_allGenders_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_15 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_15 to 24 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_25 to 44 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_6_Unemployed_Labor_Force,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_8_UnemplyRate,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_12_Gross_Labor_Particp,Employment_Employment_female_45 to 74 years_SeasonallyAdjusted_14_Net_Labor_Particp,ProducerConfidence_ProducerConfidence_1,ProducerConfidence_ExpectedActivity_2,BusinessInterestRates_BigBusinessInterestRate,BusinessInterestRates_Deposit rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders weighted average interest rate,BusinessInterestRates_Marginal lending rate,BusinessInterestRates_Main refinancing operations: Variable rate tenders marginal interest rate,BusinessInterestRates_Main refinancing operations: Fixed rate tenders,BusinessInterestRates_Main refinancing operations: Variable rate tenders minimum bid rate,BusinessInterestRates_Rente op uitstaande bedragen (percentages),BusinessInterestRates_HousingInterestRatesNLD,MoneySupply_M3_1,MoneySupply_M3_2,MoneySupply_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M1,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M12,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M3,InternationalMoneyMarketIntRates_EuropeanArea_MoneyMarketIntRates_Intr_M6,LeadingEconomicIndicators_ConsumLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_NLD,LeadingEconomicIndicators_BusinessLeadIndicator_DEU,LeadingEconomicIndicators_ConsumLeadIndicator_DEU,InternationalUnemploymentIndicators_Germany_unemply_F,InternationalUnemploymentIndicators_Germany_unemply_M,InternationalUnemploymentIndicators_France_unemply_F,InternationalUnemploymentIndicators_France_unemply_M,InternationalUnemploymentIndicators_Italy_unemply_F,InternationalUnemploymentIndicators_Italy_unemply_M,InternationalUnemploymentIndicators_Spain_unemply_F,InternationalUnemploymentIndicators_Spain_unemply_M,InternationalUnemploymentIndicators_Belgium_unemply_F,InternationalUnemploymentIndicators_Belgium_unemply_M,InternationalUnemploymentIndicators_Japan_unemply_F,InternationalUnemploymentIndicators_Japan_unemply_M,InternationalUnemploymentIndicators_United States_unemply_F,InternationalUnemploymentIndicators_United States_unemply_M,"InternationalEnergyIndicators_Crude oil, average","InternationalEnergyIndicators_Crude oil, Brent","InternationalEnergyIndicators_Crude oil, Dubai","InternationalEnergyIndicators_Crude oil, WTI","InternationalEnergyIndicators_Coal, Australian","InternationalEnergyIndicators_Coal, South African **","InternationalEnergyIndicators_Natural gas, US","InternationalEnergyIndicators_Natural gas, Europe","InternationalEnergyIndicators_Liquefied natural gas, Japan",InternationalEnergyIndicators_Natural gas index,InternationalMetals_Aluminum,"InternationalMetals_Iron ore, cfr spot",InternationalMetals_Copper,InternationalMetals_Lead,InternationalMetals_Tin,InternationalMetals_Nickel,InternationalMetals_Zinc,InternationalMetals_Gold,InternationalMetals_Platinum,InternationalMetals_Silver
2005-05-01,831.0,0.3,-0.9,-0.5,-2.2,-9.4,-4.0,-3.9,6.2,-1.1,0.9,2.0,-1.8,1.2,-14.0,-4.0,-20.0,-28.0,20.0,-31.0,0.0,-29.0,84.98,7.2,70.4,65.4,13.5,5.7,6.0,52.6,49.5,8.3,63.5,58.2,88.0,11.7,8.1,81.0,6.7,43.8,40.9,-1.9,5.7,3.11,1.0,2.05,3.0,2.05,4.25,2.0,4.9,3.84,512096.0,486945.0,168874.0,2.1041,2.1933,2.1256,2.1441,99.54943,99.98891,99.59431,98.67344,10.8,11.5,9.5,8.2,9.7,6.2,12.1,7.5,9.5,7.8,4.3,4.7,5.2,5.0,47.82657287157,48.66590909091,45.0,49.81380952381,51.3125,45.875,6.46931818182,5.89,5.74,110.44905701341,1743.7,65.0,3249.1,988.075,8125.0,16931.5,1243.625,421.873,866.23,7.0224
2005-06-01,904.0,1.6,1.2,1.3,0.6,1.2,8.8,-0.9,5.5,-2.6,2.1,0.1,4.9,1.9,-20.0,-17.0,-23.0,-39.0,5.0,-29.0,-4.0,-34.0,84.7,7.0,70.4,65.5,13.2,5.5,5.9,52.7,49.6,8.1,63.6,58.4,86.0,11.4,7.8,80.0,6.5,43.9,41.1,-4.4,3.0,2.96,1.0,2.053,3.0,2.05,4.25,2.0,4.8,3.73,518883.0,493277.0,169488.0,2.1039,2.1028,2.111,2.1069,99.42828,99.94597,99.63826,98.64575,10.9,11.5,9.6,8.2,10.1,6.3,11.8,7.2,9.6,7.5,4.0,4.5,5.1,5.0,53.8903030303,54.30681818182,50.975,56.38909090909,51.0,49.125,7.18613636364,5.91,5.68,119.20807735199,1731.295,65.0,3524.068,986.068,7618.864,16159.545,1275.727,430.657,880.09,7.3105
2005-07-01,814.0,1.3,0.8,0.6,1.8,-2.2,0.7,-3.0,11.6,-1.3,-1.1,-3.1,-1.7,1.8,-22.0,-22.0,-22.0,-46.0,2.0,-27.0,-3.0,-35.0,84.57,7.0,70.3,65.4,13.1,5.5,6.0,52.8,49.6,8.1,63.5,58.3,84.0,11.3,7.9,81.0,6.6,44.0,41.1,-6.4,-3.8,2.96,1.0,2.053225806451613,3.0,2.05,4.25,2.0,4.8,3.69,525818.0,499645.0,170719.0,2.1064,2.168,2.1194,2.1345,99.38589,99.99883,99.77789,98.65438,10.9,11.5,9.7,8.3,9.9,6.0,11.4,6.9,9.7,7.6,4.3,4.5,5.1,4.9,56.36580952381,57.57904761905,52.85238095238,58.666,50.9,51.3125,7.62619047619,6.42,6.03,127.21346741923,1778.786,65.0,3614.214,854.476,7169.286,14580.714,1194.429,424.479,873.67,7.0145
2005-08-01,798.0,1.8,1.6,-0.3,4.6,7.3,6.6,5.2,18.0,0.2,-1.6,-1.0,0.6,2.0,-25.0,-27.0,-23.0,-51.0,-4.0,-27.0,-6.0,-36.0,84.96,6.9,70.3,65.5,13.0,5.4,5.9,52.8,49.7,8.2,63.6,58.4,85.0,11.3,7.8,83.0,6.8,44.1,41.1,-3.1,6.2,2.9,1.0,2.057741935483871,3.0,2.05,4.25,2.0,4.8,3.75,523641.0,497823.0,167043.0,2.1126,2.2229,2.1325,2.1595,99.27866,100.1784,99.94829,98.76587,10.8,11.5,9.8,8.3,9.3,6.3,11.2,6.7,9.6,7.6,4.1,4.4,4.9,4.9,61.89052042161,64.09,56.62590909091,64.95565217391,49.125,49.5,9.6297826087,6.56,6.2,152.32456410104,1867.841,65.0,3797.75,887.023,7188.864,14892.727,1298.386,437.93,898.43,7.0334
2005-09-01,828.0,2.0,2.0,2.1,4.5,-0.8,10.3,2.7,16.9,3.0,-2.5,-5.0,0.9,2.0,-26.0,-29.0,-24.0,-53.0,-4.0,-28.0,-8.0,-37.0,85.73,6.9,70.5,65.7,13.0,5.3,5.9,53.0,49.8,8.2,63.8,58.6,86.0,11.4,7.7,85.0,6.9,44.4,41.3,-1.4,6.9,2.93,1.0,2.061,3.0,2.0556666666666668,4.25,2.0,4.8,3.7,538468.0,512312.0,177673.0,2.1152,2.2195,2.1391,2.1666,99.32488,100.3991,100.1289,98.90152,10.8,11.4,9.9,8.3,10.3,6.2,11.1,6.6,9.7,7.6,4.1,4.3,5.1,5.0,61.6876984127,62.98181818182,56.54318181818,65.5380952381,45.25,46.625,12.87568181818,6.58,6.39,191.96453216148,1839.909,65.0,3857.841,933.068,6783.864,14228.182,1397.523,456.048,914.64,7.1536
2005-10-01,789.0,1.5,2.0,1.2,4.8,2.4,6.3,1.5,12.7,-0.1,-2.0,-4.7,0.4,1.2,-22.0,-19.0,-23.0,-43.0,4.0,-25.0,-7.0,-37.0,85.66,6.9,70.6,65.7,12.9,5.3,6.0,53.1,49.9,8.1,63.9,58.7,84.0,11.2,7.7,86.0,6.9,44.5,41.4,1.5,14.6,2.98,1.0,2.07,3.0,2.062258064516129,4.25,2.0,4.7,3.75,529375.0,502973.0,169390.0,2.1209,2.4136,2.1966,2.272,99.56831,100.5925,100.278,99.0529,10.7,11.2,10.0,8.2,10.5,6.1,11.3,6.7,9.4,7.6,4.3,4.5,5.1,4.8,58.18507936508,58.5219047619,53.66952380952,62.36380952381,42.45833333333,43.25,13.52261904762,7.28,6.48,203.20928736988,1928.714,65.0,4059.762,1004.762,6422.857,12402.857,1488.381,469.898,931.0,7.6705
2005-11-01,930.0,2.1,2.7,1.1,5.8,10.2,15.9,4.5,13.2,2.2,-0.4,-3.9,5.7,1.7,-15.0,-8.0,-20.0,-30.0,14.0,-21.0,-5.0,-35.0,85.44,6.8,70.5,65.8,12.7,5.3,5.9,53.0,49.8,8.1,63.8,58.6,87.0,11.5,7.5,84.0,6.8,44.3,41.3,0.3,9.1,3.11,1.0,2.0716666666666668,3.0,2.059,4.25,2.0,4.7,3.74,535650.0,509291.0,173825.0,2.2225,2.6844,2.3609,2.5002,99.86116,100.739,100.3734,99.22309,10.7,11.0,10.1,8.2,9.9,6.1,11.5,6.7,9.3,7.7,4.5,4.6,5.1,5.0,55.04282539683,55.535,51.31047619048,58.283,38.0625,38.08333333333,10.43090909091,7.46,6.61,166.60928950086,2050.591,65.0,4269.341,1018.409,6160.0,12115.682,1610.932,476.666,962.61,7.8725
2005-12-01,744.0,1.2,0.6,-1.4,3.8,6.9,6.5,0.8,12.9,-12.5,-1.6,-4.6,4.7,1.8,-10.0,2.0,-18.0,-18.0,22.0,-19.0,-2.0,-32.0,84.98,6.8,70.6,65.8,12.5,5.2,6.0,53.1,49.9,8.0,63.9,58.8,85.0,11.2,7.4,86.0,6.9,44.5,41.4,-0.1,7.2,3.7,1.2096774193548387,2.2861290322580645,3.2096774193548385,2.2564516129032257,4.25,2.2096774193548385,4.7,3.85,564745.0,537103.0,184712.0,2.4112,2.7833,2.4729,2.6003,100.1035,100.893,100.5081,99.5061,10.6,10.9,10.1,8.3,10.0,6.0,11.6,6.8,9.3,7.8,4.2,4.5,4.9,4.8,56.42964285714,56.7475,53.12714285714,59.41428571429,38.225,41.0,12.8275,7.49,6.49,195.77330665627,2247.45,65.0,4576.775,1124.075,6713.5,13429.25,1821.825,510.097,976.59,8.627
2006-01-01,832.0,0.2,4.3,4.6,5.3,7.5,10.4,6.8,14.9,-5.0,2.4,7.3,-7.7,-3.3,-7.0,6.0,-16.0,-12.0,24.0,-16.0,-1.0,-30.0,84.68,6.5,70.6,65.9,12.3,4.9,5.9,53.0,49.9,7.7,63.9,59.0,83.0,11.0,7.0,83.0,6.7,44.5,41.5,0.7,10.8,3.67,1.25,2.3206451612903227,3.25,2.2951612903225804,4.25,2.25,4.7,3.94,562574.0,535796.0,184997.0,2.3885,2.8335,2.5117,2.6507,100.2866,101.0374,100.69,99.8398,10.5,10.7,10.1,8.3,9.8,5.8,11.8,6.7,9.3,7.8,4.0,4.7,4.8,4.6,62.45703968254,63.57428571429,58.31333333333,65.4835,43.1875,44.6625,8.66090909091,7.96,6.53,147.43830600518,2377.857,67.2,4734.333,1256.333,7051.429,14555.238,2090.31,549.864,1026.05,9.1391
2006-02-01,826.0,-0.2,3.8,2.5,10.4,8.2,6.8,4.9,19.2,15.8,-3.5,-1.4,-7.6,-3.2,-6.0,7.0,-15.0,-11.0,26.0,-17.0,1.0,-29.0,85.01,6.5,70.5,65.9,12.4,4.8,6.0,52.9,49.8,7.8,64.0,59.0,86.0,11.4,6.9,85.0,6.8,44.5,41.5,2.0,13.3,3.51,1.25,2.313214285714285,3.25,2.307857142857143,4.25,2.25,4.7,4.01,566268.0,539157.0,187967.0,2.4586,2.9142,2.6004,2.7248,100.456,101.1014,100.8704,99.99209,10.4,10.7,10.0,8.4,9.7,5.8,11.7,6.6,9.3,8.0,3.7,4.4,4.8,4.8,59.70492105263,59.923,57.5765,61.61526315789,47.7,49.4,7.48785714286,7.95,7.04,133.491480944,2455.325,65.2,4982.4,1277.05,7826.25,14978.75,2219.375,554.995,1041.5,9.5349
2006-03-01,907.0,-0.1,3.4,2.2,5.8,0.8,-1.2,9.3,20.8,8.7,0.9,5.4,-6.7,-3.0,-3.0,13.0,-13.0,-6.0,32.0,-17.0,4.0,-26.0,85.68,6.3,70.5,66.0,11.7,4.7,5.9,52.9,49.8,7.5,64.0,59.2,82.0,10.9,6.8,83.0,6.6,44.6,41.7,3.3,14.5,3.49,1.4435483870967742,2.519032258064516,3.443548387096774,2.5067741935483867,4.25,2.443548387096774,4.7,4.11,569958.0,542561.0,188360.0,2.6333,3.1053,2.7226,2.872,100.6446,101.1623,101.0415,100.0543,10.3,10.6,9.8,8.5,9.3,5.7,11.7,6.6,9.3,8.1,3.9,4.4,4.7,4.7,60.92927536232,62.25304347826,57.6452173913,62.88956521739,49.75,54.5,6.89891304348,7.99,6.88,126.42147292594,2429.13,66.7,5102.848,1192.087,7939.565,14897.391,2416.913,557.093,1041.09,10.3838
2006-04-01,776.0,0.6,5.0,4.5,7.5,7.1,6.4,6.1,16.7,-9.4,1.5,2.4,-3.0,-2.9,1.0,19.0,-11.0,0.0,38.0,-17.0,6.0,-23.0,86.07,6.2,70.5,66.1,11.3,4.6,5.8,53.0,49.9,7.5,64.1,59.3,78.0,10.3,6.8,83.0,6.6,44.8,41.9,3.2,12.7,3.57,1.5,2.582666666666667,3.5,2.575333333333333,4.25,2.5,4.7,4.29,579652.0,551644.0,190675.0,2.6489,3.2214,2.7938,2.9561,100.7918,101.224,101.2191,100.1351,10.2,10.5,9.6,8.5,9.2,5.7,11.5,6.5,9.4,8.2,3.9,4.3,4.7,4.7,67.97057504873,70.44210526316,64.05684210526,69.41277777778,52.875,54.875,7.094,8.24,6.93,130.01285440316,2621.111,67.3,6387.778,1170.417,8853.056,17942.222,3084.778,610.653,1098.75,12.6144
2006-05-01,835.0,0.9,5.4,3.9,11.7,17.9,24.1,12.9,25.0,4.9,-2.8,-3.9,2.4,-2.5,4.0,24.0,-9.0,7.0,40.0,-16.0,8.0,-19.0,86.15,6.2,70.3,66.0,11.2,4.7,5.7,52.9,49.9,7.4,63.9,59.1,76.0,10.1,6.9,84.0,6.7,44.8,41.8,0.9,6.2,3.49,1.5,2.5929032258064515,3.5,2.582903225806452,4.25,2.5,4.7,4.31,586725.0,558706.0,198448.0,2.6926,3.3078,2.889,3.0582,100.8909,101.2816,101.3419,100.2211,10.1,10.3,9.5,8.4,9.1,5.6,11.4,6.4,9.6,8.1,3.9,4.2,4.5,4.7,68.6759486166,70.18727272727,64.90739130435,70.93318181818,52.6,50.4,6.19804347826,8.28,6.92,119.31630414618,2861.476,67.3,8045.857,1166.857,8837.381,21077.143,3565.69,675.393,1260.83,13.3772
2006-06-01,715.0,0.1,3.5,3.5,7.3,2.8,5.4,5.2,16.8,3.9,-3.0,-2.4,-4.0,-2.6,11.0,34.0,-5.0,21.0,48.0,-13.0,13.0,-15.0,85.84,6.0,70.5,66.2,10.9,4.4,5.7,53.2,50.1,7.2,64.0,59.4,75.0,10.0,6.6,83.0,6.6,44.9,42.0,4.0,10.2,3.66,1.6333333333333333,2.7136666666666667,3.633333333333333,2.701,4.25,2.6333333333333333,4.7,4.4,577145.0,548574.0,193806.0,2.8691,3.4005,2.9857,3.158,101.0321,101.4329,101.443,100.154,10.0,10.2,9.7,8.3,8.6,5.4,11.2,6.3,9.5,7.7,4.2,4.3,4.6,4.6,68.29015151515,68.85772727273,65.08090909091,70.93181818182,52.375,52.375,6.19318181818,8.29,7.1,119.42675585449,2477.341,69.3,7197.614,963.864,7896.364,20754.545,3225.682,596.145,1188.55,10.7964
2006-07-01,729.0,-0.8,1.3,2.6,3.1,6.7,-0.4,-2.7,5.4,-1.1,-3.5,-2.1,-6.1,-2.5,12.0,34.0,-3.0,24.0,44.0,-12.0,13.0,-10.0,85.68,6.0,70.5,66.2,11.0,4.3,5.8,53.2,50.1,7.3,63.9,59.3,75.0,10.1,6.5,84.0,6.7,44.9,41.9,5.9,11.2,3.82,1.75,2.820322580645161,3.75,2.8058064516129035,4.25,2.75,4.7,4.48,572748.0,543663.0,189150.0,2.9389,3.5386,3.1022,3.2875,101.1136,101.5848,101.5387,100.0062,9.9,10.1,9.9,8.2,8.2,5.5,11.2,6.3,9.3,7.0,4.0,4.2,4.7,4.7,72.4501336675,73.89714285714,69.04904761905,74.40421052632,52.75,51.68,6.25,8.58,6.86,121.33277363964,2512.714,70.5,7712.095,1052.381,8418.571,26586.19,3339.857,633.71,1228.83,11.2324
2006-08-01,733.0,0.8,4.6,2.5,9.2,16.4,20.7,10.1,18.4,0.2,-1.1,0.0,-1.6,-2.1,11.0,32.0,-2.0,24.0,40.0,-12.0,12.0,-7.0,86.13,5.9,70.5,66.4,11.0,4.1,5.7,53.2,50.2,7.1,63.9,59.3,76.0,10.2,6.3,83.0,6.6,44.9,42.0,5.7,12.9,3.85,1.935483870967742,2.988709677419355,3.935483870967742,2.973548387096774,4.25,2.935483870967742,4.7,4.55,574457.0,545638.0,188634.0,3.0941,3.6151,3.2265,3.4096,101.1825,101.695,101.6675,99.85934,9.8,10.0,9.9,8.2,8.6,5.4,11.1,6.3,9.2,6.6,3.8,4.3,4.6,4.7,71.81188405797,73.61217391304,68.78173913043,73.04173913043,50.9375,53.5875,6.995,8.71,7.23,131.24827572862,2459.932,69.8,7695.659,1174.136,8502.045,30743.636,3347.295,632.593,1233.52,12.1874
2006-09-01,736.0,-0.1,2.1,2.4,3.6,5.8,0.4,5.7,13.0,-3.2,-0.8,3.0,-4.8,-1.8,13.0,33.0,0.0,27.0,39.0,-10.0,13.0,-4.0,86.46,5.9,70.7,66.5,11.1,4.1,5.6,53.5,50.5,7.1,64.1,59.6,77.0,10.4,6.3,83.0,6.5,45.2,42.3,5.3,13.2,4.01,2.0,3.0376666666666665,4.0,3.0256666666666665,4.25,3.0,4.7,4.6,590546.0,561527.0,194333.0,3.1572,3.7153,3.3354,3.5275,101.2661,101.7606,101.8645,99.74049,9.7,9.9,9.5,8.1,8.7,5.4,11.0,6.2,9.3,6.7,3.9,4.3,4.7,4.4,62.12125396825,62.7719047619,59.77285714286,63.819,47.1,48.75,4.86238095238,8.77,7.65,105.9208730834,2472.881,70.0,7602.357,1342.381,9039.286,30130.714,3403.024,598.186,1183.6,11.6769
2006-10-01,712.0,-0.5,1.6,2.3,4.2,2.7,4.4,3.0,11.4,-2.7,-3.5,1.2,-10.8,-2.1,14.0,35.0,1.0,27.0,43.0,-10.0,13.0,-1.0,86.24,5.9,70.8,66.7,11.1,4.1,5.6,53.6,50.6,7.1,64.3,59.7,78.0,10.4,6.3,83.0,6.4,45.3,42.4,6.2,15.5,4.17,2.169354838709677,3.217741935483871,4.169354838709677,3.2038709677419352,4.25,3.169354838709677,4.7,4.59,590651.0,561381.0,191326.0,3.3501,3.7992,3.502,3.6446,101.303,101.7559,102.0551,99.67282,9.7,9.8,9.0,8.1,8.5,5.5,11.1,6.1,9.2,6.9,3.8,4.3,4.4,4.4,57.91046897547,58.38,56.50095238095,58.85045454545,44.05,49.2125,5.9625,8.97,7.2,119.92595113195,2654.591,71.7,7500.386,1531.136,9768.182,32702.955,3822.955,585.78,1082.45,11.5586
2006-11-01,711.0,-0.5,1.1,1.4,5.1,10.4,6.5,2.6,13.0,-2.7,-5.1,-3.1,-7.7,-1.8,14.0,35.0,0.0,28.0,41.0,-9.0,11.0,-1.0,86.1,5.9,71.0,66.8,11.1,4.2,5.6,53.8,50.8,7.2,64.5,59.9,77.0,10.2,6.5,84.0,6.5,45.5,42.6,6.0,14.0,4.7,2.25,3.317,4.25,3.307,4.25,3.25,4.7,4.62,607849.0,578442.0,194942.0,3.4214,3.8637,3.5972,3.7281,101.3514,101.7229,102.1733,99.75609,9.6,9.6,8.6,8.1,8.4,5.4,11.2,6.1,9.1,7.1,3.7,4.2,4.5,4.5,58.14304545455,58.48318181818,56.81545454545,59.1305,46.0,48.2,7.45363636364,8.99,7.21,138.13523053888,2702.795,73.5,7029.182,1624.523,10079.091,32113.864,4382.227,627.827,1183.0,12.9311
2006-12-01,667.0,-0.2,1.8,1.7,7.9,5.6,3.5,-1.4,11.8,9.4,-6.9,-6.5,-10.9,-1.9,16.0,37.0,1.0,33.0,41.0,-7.0,12.0,0.0,85.79,5.8,71.2,67.1,11.1,4.1,5.3,54.0,51.2,7.1,64.6,60.1,78.0,10.3,6.3,83.0,6.4,45.8,42.8,5.1,12.4,4.38,2.403225806451613,3.4838709677419355,4.403225806451613,3.46483870967742,4.25,3.403225806451613,4.8,4.63,627012.0,596316.0,206242.0,3.64,3.9209,3.6842,3.7894,101.4945,101.714,102.1805,99.94569,9.4,9.4,8.6,8.1,8.1,5.0,11.1,6.2,9.0,7.0,3.7,4.2,4.4,4.5,60.9944122807,62.31473684211,58.6695,61.999,49.75,50.6875,6.5780952381,8.92,7.35,127.26527920283,2813.632,73.5,6675.105,1725.5,11158.684,34570.263,4405.395,629.791,1121.19,13.2786
2007-01-01,799.0,0.5,-0.2,-0.1,4.3,5.8,1.6,5.7,17.7,-0.7,-6.8,-8.9,0.8,1.2,19.0,41.0,5.0,37.0,45.0,-4.0,15.0,4.0,85.89,5.7,71.2,67.2,11.2,4.0,5.3,54.2,51.3,7.1,64.7,60.1,79.0,10.4,6.4,83.0,6.4,45.9,43.0,3.6,10.9,4.35,2.5,3.575483870967742,4.5,3.5570967741935484,4.25,3.5,4.8,4.66,634644.0,604930.0,207869.0,3.6159,4.0644,3.7519,3.8897,101.6014,101.683,102.0992,100.181,9.3,9.2,8.9,8.1,8.0,5.2,11.1,6.1,9.0,6.9,3.9,4.1,4.5,4.7,53.51696969697,54.29909090909,52.01181818182,54.24,51.2875,50.1375,6.58434782609,8.59,7.11,125.6097972409,2809.341,78.2,5669.659,1666.091,11361.818,36811.136,3786.682,631.166,1146.65,12.8413
2007-02-01,661.0,1.8,2.3,1.6,7.7,13.2,13.9,6.3,14.8,-0.4,-4.3,-6.4,0.5,1.4,20.0,41.0,6.0,37.0,45.0,-2.0,15.0,5.0,86.28,5.7,71.4,67.3,11.4,3.9,5.3,54.4,51.5,7.1,65.0,60.4,82.0,10.8,6.1,84.0,6.4,46.2,43.2,4.8,13.6,4.4,2.5,3.5575,4.5,3.55,4.25,3.5,4.8,4.7,631979.0,602086.0,209500.0,3.6511,4.0936,3.8182,3.9444,101.6229,101.6675,101.9817,100.4844,9.2,8.9,9.0,8.0,7.8,5.0,11.0,6.1,9.0,6.8,4.0,4.1,4.3,4.7,57.5625,57.757,55.6805,59.25,52.9,51.6375,7.9725,8.56,6.89,142.17497896166,2832.2,82.66,5676.45,1779.6,12933.25,41184.25,3309.5,664.745,1204.55,13.91
2007-03-01,692.0,1.7,2.1,1.9,7.8,14.7,17.8,5.1,19.3,-2.3,-6.3,-9.6,1.7,1.4,20.0,39.0,7.0,36.0,41.0,0.0,15.0,6.0,87.22,5.5,71.5,67.6,11.0,3.7,5.1,54.6,51.8,6.7,65.1,60.7,79.0,10.4,5.9,77.0,5.8,46.4,43.7,4.1,12.0,4.6,2.6451612903225805,3.707741935483871,4.645161290322581,3.701935483870968,4.25,3.645161290322581,4.8,4.74,658115.0,627678.0,225242.0,3.8439,4.1055,3.8909,3.9963,101.6165,101.5993,101.9107,100.8026,9.0,8.8,9.0,7.9,7.8,4.9,10.8,6.1,9.2,6.8,3.9,4.1,4.3,4.5,60.59984848485,62.14363636364,59.05409090909,60.60181818182,55.38,53.475,7.12318181818,8.37,6.86,130.93781192981,2761.727,88.55,6452.477,1914.045,13892.955,46324.773,3271.295,654.895,1218.77,13.1843
2007-04-01,649.0,1.2,1.5,1.7,7.9,9.9,15.6,0.6,8.0,-1.0,-8.5,-13.5,-1.9,1.0,20.0,37.0,9.0,37.0,38.0,3.0,16.0,8.0,87.64,5.3,71.6,67.8,10.8,3.5,5.0,54.7,52.0,6.5,65.3,61.1,76.0,9.9,5.7,75.0,5.7,46.5,43.9,4.2,11.1,4.65,2.75,3.8253333333333335,4.75,3.8176666666666654,4.25,3.75,4.8,4.8,647092.0,616426.0,218407.0,3.859,4.2527,3.9753,4.0974,101.6661,101.5087,101.8946,101.1457,8.9,8.6,8.8,7.8,7.6,4.6,10.5,6.1,9.6,7.0,3.7,4.0,4.4,4.6,65.05764035088,67.39842105263,63.838,63.9365,56.12,51.36,7.58738095238,8.0,7.09,134.97160900674,2814.789,91.26,7766.474,2000.947,14052.895,50266.842,3557.474,679.368,1275.81,13.7233
2007-05-01,729.0,0.7,0.7,2.1,1.9,-4.5,-15.2,3.1,19.2,-2.2,-2.8,-5.8,1.3,0.7,21.0,37.0,10.0,39.0,34.0,6.0,16.0,8.0,87.7,5.3,71.6,67.8,11.0,3.5,4.9,54.6,51.9,6.5,65.3,61.1,77.0,10.0,5.7,74.0,5.6,46.5,43.9,6.1,14.5,4.62,2.75,3.823225806451613,4.75,3.818064516129032,4.25,3.75,4.8,4.85,654410.0,623456.0,221256.0,3.9194,4.3731,4.0714,4.1966,101.6985,101.467,101.9159,101.4039,8.8,8.5,8.6,7.7,7.8,5.1,10.4,6.2,9.5,7.0,3.7,3.9,4.3,4.6,65.15725955204,67.47608695652,64.5447826087,63.45090909091,56.0,50.25,7.61347826087,7.98,7.22,135.28151314111,2792.75,102.02,7681.42,2101.25,14140.0,52179.048,3831.26,667.31,1300.65,13.1478
